"Notes","Sex","Sex Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"Male","M","2022","2022","85+ years","85+",1609,2283827,70.5,67.0,73.9,1.8,0.8%
,"Male","M","2022","2022","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"Male","M","2023","2023","< 1 year","1",Suppressed,1864508,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Male","M","2023","2023","1-4 years","1-4",Suppressed,7594891,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Male","M","2023","2023","5-14 years","5-14",36,20972638,0.2,0.1,0.2,0.0,0.0%
,"Male","M","2023","2023","15-24 years","15-24",61,22423446,0.3,0.2,0.3,0.0,0.0%
,"Male","M","2023","2023","25-34 years","25-34",171,23059187,0.7,0.6,0.9,0.1,0.1%
,"Male","M","2023","2023","35-44 years","35-44",374,22362236,1.7,1.5,1.8,0.1,0.2%
,"Male","M","2023","2023","45-54 years","45-54",1008,20187109,5.0,4.7,5.3,0.2,0.5%
,"Male","M","2023","2023","55-64 years","55-64",3151,20503845,15.4,14.8,15.9,0.3,1.6%
,"Male","M","2023","2023","65-74 years","65-74",5281,16335080,32.3,31.5,33.2,0.4,2.7%
,"Male","M","2023","2023","75-84 years","75-84",4581,8162499,56.1,54.5,57.7,0.8,2.3%
,"Male","M","2023","2023","85+ years","85+",1654,2283961,72.4,68.9,75.9,1.8,0.8%
,"Male","M","2023","2023","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"Male","M","2024 ","2024","< 1 year","1",0,1846708,0.0,0.0,0.0,0.0,0.0%
,"Male","M","2024 ","2024","1-4 years","1-4",10,7654335,0.1,0.1,0.2,0.0,0.0%
,"Male","M","2024 ","2024","5-14 years","5-14",32,21020790,0.2,0.1,0.2,0.0,0.0%
,"Male","M","2024 ","2024","15-24 years","15-24",75,22913584,0.3,0.3,0.4,0.0,0.0%
,"Male","M","2024 ","2024","25-34 years","25-34",151,23518451,0.6,0.5,0.7,0.1,0.1%
,"Male","M","2024 ","2024","35-44 years","35-44",354,22955948,1.5,1.4,1.7,0.1,0.2%
,"Male","M","2024 ","2024","45-54 years","45-54",999,20322445,4.9,4.6,5.2,0.2,0.5%
,"Male","M","2024 ","2024","55-64 years","55-64",3007,20415008,14.7,14.2,15.3,0.3,1.5%
,"Male","M","2024 ","2024","65-74 years","65-74",5433,16699669,32.5,31.7,33.4,0.4,2.8%
,"Male","M","2024 ","2024","75-84 years","75-84",4685,8576931,54.6,53.1,56.2,0.8,2.4%
,"Male","M","2024 ","2024","85+ years","85+",1791,2414013,74.2,70.8,77.6,1.8,0.9%
,"Male","M","2024 ","2024","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"---"
"Dataset: Multiple Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"MCD - ICD-10 Codes: A41.0 (Septicaemia due to Staphylococcus aureus); A41.1 (Septicaemia due to other specified staphylococcus);"
"A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia due to Haemophilus influenzae); A41.4 (Septicaemia due"
"to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms); A41.8 (Other specified septicaemia); A41.9"
"(Septicaemia, unspecified)"
"UCD - ICD-10 Codes: C00-C97 (Malignant neoplasms)"
"Group By: Sex; Year; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Aug 14, 2026 8:34:00 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Aug 14, 2026 8:34:00 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"3. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Confidence-Intervals."
"4. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Standard-Errors."
