"Notes","Year","Year Code","Sex","Sex Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2009","2009","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2009","2009","Male","M","< 1 year","1",Suppressed,2044418,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2009","2009","Male","M","1-4 years","1-4",Suppressed,8297671,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2009","2009","Male","M","5-14 years","5-14",27,20879587,0.1,0.1,0.2,0.0,0.0%
,"2009","2009","Male","M","15-24 years","15-24",76,22312948,0.3,0.3,0.4,0.0,0.0%
,"2009","2009","Male","M","25-34 years","25-34",133,20455912,0.7,0.5,0.8,0.1,0.0%
,"2009","2009","Male","M","35-44 years","35-44",304,20646201,1.5,1.3,1.6,0.1,0.1%
,"2009","2009","Male","M","45-54 years","45-54",976,22069234,4.4,4.1,4.7,0.1,0.2%
,"2009","2009","Male","M","55-64 years","55-64",2295,17076059,13.4,12.9,14.0,0.3,0.5%
,"2009","2009","Male","M","65-74 years","65-74",3009,9857942,30.5,29.4,31.6,0.6,0.7%
,"2009","2009","Male","M","75-84 years","75-84",2662,5432135,49.0,47.1,50.9,0.9,0.6%
,"2009","2009","Male","M","85+ years","85+",1088,1735347,62.7,59.0,66.4,1.9,0.2%
,"2009","2009","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2010","2010","Female","F","< 1 year","1",Suppressed,1929877,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2010","2010","Female","F","1-4 years","1-4",12,7952058,Unreliable,0.1,0.3,0.0,0.0%
,"2010","2010","Female","F","5-14 years","5-14",29,20056351,0.1,0.1,0.2,0.0,0.0%
,"2010","2010","Female","F","15-24 years","15-24",60,21308500,0.3,0.2,0.4,0.0,0.0%
,"2010","2010","Female","F","25-34 years","25-34",103,20431857,0.5,0.4,0.6,0.0,0.0%
,"2010","2010","Female","F","35-44 years","35-44",288,20634607,1.4,1.2,1.6,0.1,0.1%
,"2010","2010","Female","F","45-54 years","45-54",1018,22864357,4.5,4.2,4.7,0.1,0.2%
,"2010","2010","Female","F","55-64 years","55-64",1908,18881581,10.1,9.7,10.6,0.2,0.4%
,"2010","2010","Female","F","65-74 years","65-74",2428,11616910,20.9,20.1,21.7,0.4,0.5%
,"2010","2010","Female","F","75-84 years","75-84",2068,7584360,27.3,26.1,28.4,0.6,0.5%
,"2010","2010","Female","F","85+ years","85+",1013,3703754,27.4,25.7,29.0,0.9,0.2%
,"2010","2010","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2010","2010","Male","M","< 1 year","1",Suppressed,2014276,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2010","2010","Male","M","1-4 years","1-4",12,8305151,Unreliable,0.1,0.3,0.0,0.0%
,"2010","2010","Male","M","5-14 years","5-14",40,20969500,0.2,0.1,0.3,0.0,0.0%
,"2010","2010","Male","M","15-24 years","15-24",101,22317842,0.5,0.4,0.5,0.0,0.0%
,"2010","2010","Male","M","25-34 years","25-34",138,20632091,0.7,0.6,0.8,0.1,0.0%
,"2010","2010","Male","M","35-44 years","35-44",269,20435999,1.3,1.2,1.5,0.1,0.1%
,"2010","2010","Male","M","45-54 years","45-54",963,22142359,4.3,4.1,4.6,0.1,0.2%
,"2010","2010","Male","M","55-64 years","55-64",2412,17601148,13.7,13.2,14.3,0.3,0.5%
,"2010","2010","Male","M","65-74 years","65-74",3035,10096519,30.1,29.0,31.1,0.5,0.7%
,"2010","2010","Male","M","75-84 years","75-84",2752,5476762,50.2,48.4,52.1,1.0,0.6%
,"2010","2010","Male","M","85+ years","85+",1170,1789679,65.4,61.6,69.1,1.9,0.3%
,"2010","2010","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2011","2011","Female","F","< 1 year","1",Suppressed,1952827,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2011","2011","Female","F","1-4 years","1-4",15,7909731,Unreliable,0.1,0.3,0.0,0.0%
,"2011","2011","Female","F","5-14 years","5-14",26,20067831,0.1,0.1,0.2,0.0,0.0%
,"2011","2011","Female","F","15-24 years","15-24",60,21366229,0.3,0.2,0.4,0.0,0.0%
,"2011","2011","Female","F","25-34 years","25-34",103,20746335,0.5,0.4,0.6,0.0,0.0%
,"2011","2011","Female","F","35-44 years","35-44",322,20404484,1.6,1.4,1.8,0.1,0.1%
,"2011","2011","Female","F","45-54 years","45-54",1001,22698956,4.4,4.1,4.7,0.1,0.2%
,"2011","2011","Female","F","55-64 years","55-64",1977,19703935,10.0,9.6,10.5,0.2,0.4%
,"2011","2011","Female","F","65-74 years","65-74",2529,12005425,21.1,20.2,21.9,0.4,0.6%
,"2011","2011","Female","F","75-84 years","75-84",2031,7602197,26.7,25.6,27.9,0.6,0.4%
,"2011","2011","Female","F","85+ years","85+",1049,3843148,27.3,25.6,28.9,0.8,0.2%
,"2011","2011","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2011","2011","Male","M","< 1 year","1",Suppressed,2043710,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2011","2011","Male","M","1-4 years","1-4",Suppressed,8255790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2011","2011","Male","M","5-14 years","5-14",27,20971217,0.1,0.1,0.2,0.0,0.0%
,"2011","2011","Male","M","15-24 years","15-24",84,22431646,0.4,0.3,0.5,0.0,0.0%
,"2011","2011","Male","M","25-34 years","25-34",120,21044163,0.6,0.5,0.7,0.1,0.0%
,"2011","2011","Male","M","35-44 years","35-44",264,20223470,1.3,1.1,1.5,0.1,0.1%
,"2011","2011","Male","M","45-54 years","45-54",998,22019247,4.5,4.3,4.8,0.1,0.2%
,"2011","2011","Male","M","55-64 years","55-64",2416,18358205,13.2,12.6,13.7,0.3,0.5%
,"2011","2011","Male","M","65-74 years","65-74",3081,10476313,29.4,28.4,30.4,0.5,0.7%
,"2011","2011","Male","M","75-84 years","75-84",2724,5573033,48.9,47.0,50.7,0.9,0.6%
,"2011","2011","Male","M","85+ years","85+",1143,1894025,60.3,56.8,63.8,1.8,0.3%
,"2011","2011","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2012","2012","Female","F","< 1 year","1",Suppressed,1926339,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2012","2012","Female","F","1-4 years","1-4",Suppressed,7856870,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2012","2012","Female","F","5-14 years","5-14",26,20118347,0.1,0.1,0.2,0.0,0.0%
,"2012","2012","Female","F","15-24 years","15-24",54,21431588,0.3,0.2,0.3,0.0,0.0%
,"2012","2012","Female","F","25-34 years","25-34",103,20970529,0.5,0.4,0.6,0.0,0.0%
,"2012","2012","Female","F","35-44 years","35-44",278,20342813,1.4,1.2,1.5,0.1,0.1%
,"2012","2012","Female","F","45-54 years","45-54",964,22461868,4.3,4.0,4.6,0.1,0.2%
,"2012","2012","Female","F","55-64 years","55-64",2066,19983308,10.3,9.9,10.8,0.2,0.5%
,"2012","2012","Female","F","65-74 years","65-74",2499,12782530,19.6,18.8,20.3,0.4,0.6%
,"2012","2012","Female","F","75-84 years","75-84",2022,7624484,26.5,25.4,27.7,0.6,0.4%
,"2012","2012","Female","F","85+ years","85+",1000,3923297,25.5,23.9,27.1,0.8,0.2%
,"2012","2012","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2012","2012","Male","M","< 1 year","1",0,2016738,Unreliable,0.0,0.0,0.0,0.0%
,"2012","2012","Male","M","1-4 years","1-4",10,8199397,Unreliable,0.1,0.2,0.0,0.0%
,"2012","2012","Male","M","5-14 years","5-14",39,21026407,0.2,0.1,0.3,0.0,0.0%
,"2012","2012","Male","M","15-24 years","15-24",77,22512317,0.3,0.3,0.4,0.0,0.0%
,"2012","2012","Male","M","25-34 years","25-34",124,21338792,0.6,0.5,0.7,0.1,0.0%
,"2012","2012","Male","M","35-44 years","35-44",265,20173607,1.3,1.2,1.5,0.1,0.1%
,"2012","2012","Male","M","45-54 years","45-54",975,21806870,4.5,4.2,4.8,0.1,0.2%
,"2012","2012","Male","M","55-64 years","55-64",2511,18602894,13.5,13.0,14.0,0.3,0.6%
,"2012","2012","Male","M","65-74 years","65-74",3315,11202862,29.6,28.6,30.6,0.5,0.7%
,"2012","2012","Male","M","75-84 years","75-84",2736,5648150,48.4,46.6,50.3,0.9,0.6%
,"2012","2012","Male","M","85+ years","85+",1233,1964033,62.8,59.3,66.3,1.8,0.3%
,"2012","2012","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2013","2013","Female","F","< 1 year","1",Suppressed,1925056,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2013","2013","Female","F","1-4 years","1-4",Suppressed,7790614,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2013","2013","Female","F","5-14 years","5-14",28,20159538,0.1,0.1,0.2,0.0,0.0%
,"2013","2013","Female","F","15-24 years","15-24",43,21429247,0.2,0.1,0.3,0.0,0.0%
,"2013","2013","Female","F","25-34 years","25-34",121,21203096,0.6,0.5,0.7,0.1,0.0%
,"2013","2013","Female","F","35-44 years","35-44",316,20307429,1.6,1.4,1.7,0.1,0.1%
,"2013","2013","Female","F","45-54 years","45-54",963,22198448,4.3,4.1,4.6,0.1,0.2%
,"2013","2013","Female","F","55-64 years","55-64",2082,20359676,10.2,9.8,10.7,0.2,0.5%
,"2013","2013","Female","F","65-74 years","65-74",2619,13419124,19.5,18.8,20.3,0.4,0.6%
,"2013","2013","Female","F","75-84 years","75-84",2095,7686002,27.3,26.1,28.4,0.6,0.5%
,"2013","2013","Female","F","85+ years","85+",969,3999007,24.2,22.7,25.8,0.8,0.2%
,"2013","2013","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2013","2013","Male","M","< 1 year","1",Suppressed,2016727,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2013","2013","Male","M","1-4 years","1-4",Suppressed,8135691,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2013","2013","Male","M","5-14 years","5-14",15,21061497,Unreliable,0.0,0.1,0.0,0.0%
,"2013","2013","Male","M","15-24 years","15-24",80,22525155,0.4,0.3,0.4,0.0,0.0%
,"2013","2013","Male","M","25-34 years","25-34",133,21641491,0.6,0.5,0.7,0.1,0.0%
,"2013","2013","Male","M","35-44 years","35-44",263,20145261,1.3,1.1,1.5,0.1,0.1%
,"2013","2013","Male","M","45-54 years","45-54",902,21569084,4.2,3.9,4.5,0.1,0.2%
,"2013","2013","Male","M","55-64 years","55-64",2585,18956755,13.6,13.1,14.2,0.3,0.6%
,"2013","2013","Male","M","65-74 years","65-74",3456,11797642,29.3,28.3,30.3,0.5,0.8%
,"2013","2013","Male","M","75-84 years","75-84",2815,5760517,48.9,47.1,50.7,0.9,0.6%
,"2013","2013","Male","M","85+ years","85+",1180,2041782,57.8,54.5,61.1,1.7,0.3%
,"2013","2013","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2014","2014","Female","F","< 1 year","1",Suppressed,1930493,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2014","2014","Female","F","1-4 years","1-4",11,7790662,Unreliable,0.1,0.3,0.0,0.0%
,"2014","2014","Female","F","5-14 years","5-14",21,20161424,0.1,0.1,0.2,0.0,0.0%
,"2014","2014","Female","F","15-24 years","15-24",53,21456371,0.2,0.2,0.3,0.0,0.0%
,"2014","2014","Female","F","25-34 years","25-34",131,21546290,0.6,0.5,0.7,0.1,0.0%
,"2014","2014","Female","F","35-44 years","35-44",317,20353904,1.6,1.4,1.7,0.1,0.1%
,"2014","2014","Female","F","45-54 years","45-54",1006,22033807,4.6,4.3,4.8,0.1,0.2%
,"2014","2014","Female","F","55-64 years","55-64",2272,20755699,10.9,10.5,11.4,0.2,0.5%
,"2014","2014","Female","F","65-74 years","65-74",2887,14049245,20.5,19.8,21.3,0.4,0.6%
,"2014","2014","Female","F","75-84 years","75-84",2298,7789312,29.5,28.3,30.7,0.6,0.5%
,"2014","2014","Female","F","85+ years","85+",1067,4053362,26.3,24.7,27.9,0.8,0.2%
,"2014","2014","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2014","2014","Male","M","< 1 year","1",Suppressed,2017857,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2014","2014","Male","M","1-4 years","1-4",Suppressed,8137871,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2014","2014","Male","M","5-14 years","5-14",26,21029648,0.1,0.1,0.2,0.0,0.0%
,"2014","2014","Male","M","15-24 years","15-24",89,22523450,0.4,0.3,0.5,0.0,0.0%
,"2014","2014","Male","M","25-34 years","25-34",138,21970214,0.6,0.5,0.7,0.1,0.0%
,"2014","2014","Male","M","35-44 years","35-44",282,20159229,1.4,1.2,1.6,0.1,0.1%
,"2014","2014","Male","M","45-54 years","45-54",989,21425044,4.6,4.3,4.9,0.1,0.2%
,"2014","2014","Male","M","55-64 years","55-64",2767,19321882,14.3,13.8,14.9,0.3,0.6%
,"2014","2014","Male","M","65-74 years","65-74",3821,12349045,30.9,30.0,31.9,0.5,0.8%
,"2014","2014","Male","M","75-84 years","75-84",2953,5893378,50.1,48.3,51.9,0.9,0.7%
,"2014","2014","Male","M","85+ years","85+",1298,2108869,61.5,58.2,64.9,1.7,0.3%
,"2014","2014","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2015","2015","Female","F","< 1 year","1",Suppressed,1942904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2015","2015","Female","F","1-4 years","1-4",14,7786776,Unreliable,0.1,0.3,0.0,0.0%
,"2015","2015","Female","F","5-14 years","5-14",22,20129986,0.1,0.1,0.2,0.0,0.0%
,"2015","2015","Female","F","15-24 years","15-24",52,21382495,0.2,0.2,0.3,0.0,0.0%
,"2015","2015","Female","F","25-34 years","25-34",138,21838064,0.6,0.5,0.7,0.1,0.0%
,"2015","2015","Female","F","35-44 years","35-44",346,20386206,1.7,1.5,1.9,0.1,0.1%
,"2015","2015","Female","F","45-54 years","45-54",1048,21889385,4.8,4.5,5.1,0.1,0.2%
,"2015","2015","Female","F","55-64 years","55-64",2438,21163072,11.5,11.1,12.0,0.2,0.5%
,"2015","2015","Female","F","65-74 years","65-74",3060,14658169,20.9,20.1,21.6,0.4,0.7%
,"2015","2015","Female","F","75-84 years","75-84",2302,7899603,29.1,28.0,30.3,0.6,0.5%
,"2015","2015","Female","F","85+ years","85+",1103,4112863,26.8,25.2,28.4,0.8,0.2%
,"2015","2015","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2015","2015","Male","M","< 1 year","1",Suppressed,2035134,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2015","2015","Male","M","1-4 years","1-4",Suppressed,8142467,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2015","2015","Male","M","5-14 years","5-14",26,20979520,0.1,0.1,0.2,0.0,0.0%
,"2015","2015","Male","M","15-24 years","15-24",80,22465721,0.4,0.3,0.4,0.0,0.0%
,"2015","2015","Male","M","25-34 years","25-34",137,22299138,0.6,0.5,0.7,0.1,0.0%
,"2015","2015","Male","M","35-44 years","35-44",245,20203577,1.2,1.1,1.4,0.1,0.1%
,"2015","2015","Male","M","45-54 years","45-54",1030,21298776,4.8,4.5,5.1,0.2,0.2%
,"2015","2015","Male","M","55-64 years","55-64",3046,19714747,15.5,14.9,16.0,0.3,0.7%
,"2015","2015","Male","M","65-74 years","65-74",4056,12892348,31.5,30.5,32.4,0.5,0.9%
,"2015","2015","Male","M","75-84 years","75-84",3251,6023571,54.0,52.1,55.8,0.9,0.7%
,"2015","2015","Male","M","85+ years","85+",1427,2174298,65.6,62.2,69.0,1.7,0.3%
,"2015","2015","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2016","2016","Female","F","< 1 year","1",Suppressed,1939667,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2016","2016","Female","F","1-4 years","1-4",10,7800517,Unreliable,0.1,0.2,0.0,0.0%
,"2016","2016","Female","F","5-14 years","5-14",31,20099377,0.2,0.1,0.2,0.0,0.0%
,"2016","2016","Female","F","15-24 years","15-24",53,21218116,0.2,0.2,0.3,0.0,0.0%
,"2016","2016","Female","F","25-34 years","25-34",143,22077505,0.6,0.5,0.8,0.1,0.0%
,"2016","2016","Female","F","35-44 years","35-44",348,20317393,1.7,1.5,1.9,0.1,0.1%
,"2016","2016","Female","F","45-54 years","45-54",1072,21680540,4.9,4.6,5.2,0.2,0.2%
,"2016","2016","Female","F","55-64 years","55-64",2557,21464106,11.9,11.5,12.4,0.2,0.6%
,"2016","2016","Female","F","65-74 years","65-74",3272,15239221,21.5,20.7,22.2,0.4,0.7%
,"2016","2016","Female","F","75-84 years","75-84",2381,8056660,29.6,28.4,30.7,0.6,0.5%
,"2016","2016","Female","F","85+ years","85+",1185,4155488,28.5,26.9,30.1,0.8,0.3%
,"2016","2016","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2016","2016","Male","M","< 1 year","1",Suppressed,2030478,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2016","2016","Male","M","1-4 years","1-4",17,8156375,Unreliable,0.1,0.3,0.1,0.0%
,"2016","2016","Male","M","5-14 years","5-14",25,20948655,0.1,0.1,0.2,0.0,0.0%
,"2016","2016","Male","M","15-24 years","15-24",105,22292911,0.5,0.4,0.6,0.0,0.0%
,"2016","2016","Male","M","25-34 years","25-34",141,22599738,0.6,0.5,0.7,0.1,0.0%
,"2016","2016","Male","M","35-44 years","35-44",265,20152763,1.3,1.2,1.5,0.1,0.1%
,"2016","2016","Male","M","45-54 years","45-54",985,21106139,4.7,4.4,5.0,0.1,0.2%
,"2016","2016","Male","M","55-64 years","55-64",3067,19999038,15.3,14.8,15.9,0.3,0.7%
,"2016","2016","Male","M","65-74 years","65-74",4377,13391109,32.7,31.7,33.7,0.5,1.0%
,"2016","2016","Male","M","75-84 years","75-84",3325,6176874,53.8,52.0,55.7,0.9,0.7%
,"2016","2016","Male","M","85+ years","85+",1433,2224843,64.4,61.1,67.7,1.7,0.3%
,"2016","2016","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2017","2017","Female","F","< 1 year","1",Suppressed,1924145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2017","2017","Female","F","1-4 years","1-4",Suppressed,7818747,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2017","2017","Female","F","5-14 years","5-14",30,20109479,0.1,0.1,0.2,0.0,0.0%
,"2017","2017","Female","F","15-24 years","15-24",47,21100662,0.2,0.2,0.3,0.0,0.0%
,"2017","2017","Female","F","25-34 years","25-34",131,22351311,0.6,0.5,0.7,0.1,0.0%
,"2017","2017","Female","F","35-44 years","35-44",378,20506270,1.8,1.7,2.0,0.1,0.1%
,"2017","2017","Female","F","45-54 years","45-54",1089,21468595,5.1,4.8,5.4,0.2,0.2%
,"2017","2017","Female","F","55-64 years","55-64",2676,21737855,12.3,11.8,12.8,0.2,0.6%
,"2017","2017","Female","F","65-74 years","65-74",3505,15806306,22.2,21.4,22.9,0.4,0.8%
,"2017","2017","Female","F","75-84 years","75-84",2482,8298676,29.9,28.7,31.1,0.6,0.5%
,"2017","2017","Female","F","85+ years","85+",1223,4189013,29.2,27.6,30.8,0.8,0.3%
,"2017","2017","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2017","2017","Male","M","< 1 year","1",Suppressed,2015150,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2017","2017","Male","M","1-4 years","1-4",14,8180818,Unreliable,0.1,0.3,0.0,0.0%
,"2017","2017","Male","M","5-14 years","5-14",28,20973213,0.1,0.1,0.2,0.0,0.0%
,"2017","2017","Male","M","15-24 years","15-24",70,22149633,0.3,0.2,0.4,0.0,0.0%
,"2017","2017","Male","M","25-34 years","25-34",136,22991361,0.6,0.5,0.7,0.1,0.0%
,"2017","2017","Male","M","35-44 years","35-44",311,20369100,1.5,1.4,1.7,0.1,0.1%
,"2017","2017","Male","M","45-54 years","45-54",986,20906357,4.7,4.4,5.0,0.2,0.2%
,"2017","2017","Male","M","55-64 years","55-64",3142,20257803,15.5,15.0,16.1,0.3,0.7%
,"2017","2017","Male","M","65-74 years","65-74",4576,13877140,33.0,32.0,33.9,0.5,1.0%
,"2017","2017","Male","M","75-84 years","75-84",3496,6407875,54.6,52.7,56.4,0.9,0.8%
,"2017","2017","Male","M","85+ years","85+",1490,2279669,65.4,62.0,68.7,1.7,0.3%
,"2017","2017","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2018","2018","Female","F","< 1 year","1",Suppressed,1879703,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2018","2018","Female","F","1-4 years","1-4",12,7798370,Unreliable,0.1,0.3,0.0,0.0%
,"2018","2018","Female","F","5-14 years","5-14",29,20100339,0.1,0.1,0.2,0.0,0.0%
,"2018","2018","Female","F","15-24 years","15-24",56,20994345,0.3,0.2,0.3,0.0,0.0%
,"2018","2018","Female","F","25-34 years","25-34",127,22487065,0.6,0.5,0.7,0.1,0.0%
,"2018","2018","Female","F","35-44 years","35-44",371,20690288,1.8,1.6,2.0,0.1,0.1%
,"2018","2018","Female","F","45-54 years","45-54",1102,21090497,5.2,4.9,5.5,0.2,0.2%
,"2018","2018","Female","F","55-64 years","55-64",2762,21873773,12.6,12.2,13.1,0.2,0.6%
,"2018","2018","Female","F","65-74 years","65-74",3620,16246231,22.3,21.6,23.0,0.4,0.8%
,"2018","2018","Female","F","75-84 years","75-84",2620,8659334,30.3,29.1,31.4,0.6,0.6%
,"2018","2018","Female","F","85+ years","85+",1179,4218810,27.9,26.4,29.5,0.8,0.3%
,"2018","2018","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2018","2018","Male","M","< 1 year","1",Suppressed,1968505,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2018","2018","Male","M","1-4 years","1-4",10,8163697,Unreliable,0.1,0.2,0.0,0.0%
,"2018","2018","Male","M","5-14 years","5-14",19,20974830,Unreliable,0.1,0.1,0.0,0.0%
,"2018","2018","Male","M","15-24 years","15-24",64,21976455,0.3,0.2,0.4,0.0,0.0%
,"2018","2018","Male","M","25-34 years","25-34",126,23210709,0.5,0.4,0.6,0.0,0.0%
,"2018","2018","Male","M","35-44 years","35-44",277,20587600,1.3,1.2,1.5,0.1,0.1%
,"2018","2018","Male","M","45-54 years","45-54",1013,20541202,4.9,4.6,5.2,0.2,0.2%
,"2018","2018","Male","M","55-64 years","55-64",3147,20398863,15.4,14.9,16.0,0.3,0.7%
,"2018","2018","Male","M","65-74 years","65-74",4625,14246085,32.5,31.5,33.4,0.5,1.0%
,"2018","2018","Male","M","75-84 years","75-84",3558,6735040,52.8,51.1,54.6,0.9,0.8%
,"2018","2018","Male","M","85+ years","85+",1557,2325693,66.9,63.6,70.3,1.7,0.3%
,"2018","2018","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2019","2019","Female","F","< 1 year","1",Suppressed,1847935,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2019","2019","Female","F","1-4 years","1-4",10,7719541,Unreliable,0.1,0.2,0.0,0.0%
,"2019","2019","Female","F","5-14 years","5-14",28,20053140,0.1,0.1,0.2,0.0,0.0%
,"2019","2019","Female","F","15-24 years","15-24",42,20877151,0.2,0.1,0.3,0.0,0.0%
,"2019","2019","Female","F","25-34 years","25-34",144,22581141,0.6,0.5,0.7,0.1,0.0%
,"2019","2019","Female","F","35-44 years","35-44",385,20867064,1.8,1.7,2.0,0.1,0.1%
,"2019","2019","Female","F","45-54 years","45-54",1112,20702936,5.4,5.1,5.7,0.2,0.2%
,"2019","2019","Female","F","55-64 years","55-64",2639,21949318,12.0,11.6,12.5,0.2,0.6%
,"2019","2019","Female","F","65-74 years","65-74",3652,16783854,21.8,21.1,22.5,0.4,0.8%
,"2019","2019","Female","F","75-84 years","75-84",2652,8971649,29.6,28.4,30.7,0.6,0.6%
,"2019","2019","Female","F","85+ years","85+",1225,4228470,29.0,27.3,30.6,0.8,0.3%
,"2019","2019","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2019","2019","Male","M","< 1 year","1",Suppressed,1935117,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2019","2019","Male","M","1-4 years","1-4",Suppressed,8074090,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2019","2019","Male","M","5-14 years","5-14",20,20941023,0.1,0.1,0.1,0.0,0.0%
,"2019","2019","Male","M","15-24 years","15-24",72,21810359,0.3,0.3,0.4,0.0,0.0%
,"2019","2019","Male","M","25-34 years","25-34",153,23359180,0.7,0.6,0.8,0.1,0.0%
,"2019","2019","Male","M","35-44 years","35-44",317,20792080,1.5,1.4,1.7,0.1,0.1%
,"2019","2019","Male","M","45-54 years","45-54",939,20171966,4.7,4.4,5.0,0.2,0.2%
,"2019","2019","Male","M","55-64 years","55-64",3084,20499219,15.0,14.5,15.6,0.3,0.7%
,"2019","2019","Male","M","65-74 years","65-74",4694,14699579,31.9,31.0,32.8,0.5,1.0%
,"2019","2019","Male","M","75-84 years","75-84",3827,6998223,54.7,53.0,56.4,0.9,0.8%
,"2019","2019","Male","M","85+ years","85+",1569,2376488,66.0,62.8,69.3,1.7,0.3%
,"2019","2019","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2020","2020","Female","F","< 1 year","1",Suppressed,1826869,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2020","2020","Female","F","1-4 years","1-4",10,7613266,Unreliable,0.1,0.2,0.0,0.0%
,"2020","2020","Female","F","5-14 years","5-14",14,20050413,Unreliable,0.0,0.1,0.0,0.0%
,"2020","2020","Female","F","15-24 years","15-24",46,20828241,0.2,0.2,0.3,0.0,0.0%
,"2020","2020","Female","F","25-34 years","25-34",108,22625267,0.5,0.4,0.6,0.0,0.0%
,"2020","2020","Female","F","35-44 years","35-44",368,21090324,1.7,1.6,1.9,0.1,0.1%
,"2020","2020","Female","F","45-54 years","45-54",1061,20441441,5.2,4.9,5.5,0.2,0.2%
,"2020","2020","Female","F","55-64 years","55-64",2704,21914243,12.3,11.9,12.8,0.2,0.6%
