"Notes","Year","Year Code","Sex","Sex Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2011","2011","Male","M","35-44 years","35-44",1990,20223470,9.8,9.4,10.3,0.2,0.1%
,"2011","2011","Male","M","45-54 years","45-54",6469,22019247,29.4,28.7,30.1,0.4,0.2%
,"2011","2011","Male","M","55-64 years","55-64",13189,18358205,71.8,70.6,73.1,0.6,0.4%
,"2011","2011","Male","M","65-74 years","65-74",16547,10476313,157.9,155.5,160.4,1.2,0.4%
,"2011","2011","Male","M","75-84 years","75-84",21407,5573033,384.1,379.0,389.3,2.6,0.6%
,"2011","2011","Male","M","85+ years","85+",16608,1894025,876.9,863.5,890.2,6.8,0.5%
,"2011","2011","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2012","2012","Female","F","< 1 year","1",186,1926339,9.7,8.3,11.0,0.7,0.0%
,"2012","2012","Female","F","1-4 years","1-4",86,7856870,1.1,0.9,1.4,0.1,0.0%
,"2012","2012","Female","F","5-14 years","5-14",108,20118347,0.5,0.4,0.6,0.1,0.0%
,"2012","2012","Female","F","15-24 years","15-24",303,21431588,1.4,1.3,1.6,0.1,0.0%
,"2012","2012","Female","F","25-34 years","25-34",758,20970529,3.6,3.4,3.9,0.1,0.0%
,"2012","2012","Female","F","35-44 years","35-44",1774,20342813,8.7,8.3,9.1,0.2,0.0%
,"2012","2012","Female","F","45-54 years","45-54",5238,22461868,23.3,22.7,24.0,0.3,0.1%
,"2012","2012","Female","F","55-64 years","55-64",10929,19983308,54.7,53.7,55.7,0.5,0.3%
,"2012","2012","Female","F","65-74 years","65-74",15730,12782530,123.1,121.1,125.0,1.0,0.4%
,"2012","2012","Female","F","75-84 years","75-84",22648,7624484,297.0,293.2,300.9,2.0,0.6%
,"2012","2012","Female","F","85+ years","85+",27066,3923297,689.9,681.7,698.1,4.2,0.7%
,"2012","2012","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2012","2012","Male","M","< 1 year","1",248,2016738,12.3,10.8,13.8,0.8,0.0%
,"2012","2012","Male","M","1-4 years","1-4",95,8199397,1.2,0.9,1.4,0.1,0.0%
,"2012","2012","Male","M","5-14 years","5-14",137,21026407,0.7,0.5,0.8,0.1,0.0%
,"2012","2012","Male","M","15-24 years","15-24",350,22512317,1.6,1.4,1.7,0.1,0.0%
,"2012","2012","Male","M","25-34 years","25-34",891,21338792,4.2,3.9,4.4,0.1,0.0%
,"2012","2012","Male","M","35-44 years","35-44",1944,20173607,9.6,9.2,10.1,0.2,0.1%
,"2012","2012","Male","M","45-54 years","45-54",6221,21806870,28.5,27.8,29.2,0.4,0.2%
,"2012","2012","Male","M","55-64 years","55-64",13579,18602894,73.0,71.8,74.2,0.6,0.4%
,"2012","2012","Male","M","65-74 years","65-74",17358,11202862,154.9,152.6,157.2,1.2,0.5%
,"2012","2012","Male","M","75-84 years","75-84",21155,5648150,374.5,369.5,379.6,2.6,0.6%
,"2012","2012","Male","M","85+ years","85+",17179,1964033,874.7,861.6,887.8,6.7,0.5%
,"2012","2012","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2013","2013","Female","F","< 1 year","1",159,1925056,8.3,7.0,9.5,0.7,0.0%
,"2013","2013","Female","F","1-4 years","1-4",83,7790614,1.1,0.8,1.3,0.1,0.0%
,"2013","2013","Female","F","5-14 years","5-14",121,20159538,0.6,0.5,0.7,0.1,0.0%
,"2013","2013","Female","F","15-24 years","15-24",298,21429247,1.4,1.2,1.5,0.1,0.0%
,"2013","2013","Female","F","25-34 years","25-34",831,21203096,3.9,3.7,4.2,0.1,0.0%
,"2013","2013","Female","F","35-44 years","35-44",1912,20307429,9.4,9.0,9.8,0.2,0.1%
,"2013","2013","Female","F","45-54 years","45-54",5440,22198448,24.5,23.9,25.2,0.3,0.1%
,"2013","2013","Female","F","55-64 years","55-64",11595,20359676,57.0,55.9,58.0,0.5,0.3%
,"2013","2013","Female","F","65-74 years","65-74",16988,13419124,126.6,124.7,128.5,1.0,0.5%
,"2013","2013","Female","F","75-84 years","75-84",23496,7686002,305.7,301.8,309.6,2.0,0.6%
,"2013","2013","Female","F","85+ years","85+",28125,3999007,703.3,695.1,711.5,4.2,0.8%
,"2013","2013","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2013","2013","Male","M","< 1 year","1",247,2016727,12.2,10.7,13.8,0.8,0.0%
,"2013","2013","Male","M","1-4 years","1-4",87,8135691,1.1,0.9,1.3,0.1,0.0%
,"2013","2013","Male","M","5-14 years","5-14",107,21061497,0.5,0.4,0.6,0.0,0.0%
,"2013","2013","Male","M","15-24 years","15-24",374,22525155,1.7,1.5,1.8,0.1,0.0%
,"2013","2013","Male","M","25-34 years","25-34",965,21641491,4.5,4.2,4.7,0.1,0.0%
,"2013","2013","Male","M","35-44 years","35-44",1965,20145261,9.8,9.3,10.2,0.2,0.1%
,"2013","2013","Male","M","45-54 years","45-54",6425,21569084,29.8,29.1,30.5,0.4,0.2%
,"2013","2013","Male","M","55-64 years","55-64",14289,18956755,75.4,74.1,76.6,0.6,0.4%
,"2013","2013","Male","M","65-74 years","65-74",18913,11797642,160.3,158.0,162.6,1.2,0.5%
,"2013","2013","Male","M","75-84 years","75-84",22043,5760517,382.7,377.6,387.7,2.6,0.6%
,"2013","2013","Male","M","85+ years","85+",17969,2041782,880.1,867.2,892.9,6.6,0.5%
,"2013","2013","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2014","2014","Female","F","< 1 year","1",186,1930493,9.6,8.3,11.0,0.7,0.0%
,"2014","2014","Female","F","1-4 years","1-4",69,7790662,0.9,0.7,1.1,0.1,0.0%
,"2014","2014","Female","F","5-14 years","5-14",101,20161424,0.5,0.4,0.6,0.0,0.0%
,"2014","2014","Female","F","15-24 years","15-24",319,21456371,1.5,1.3,1.6,0.1,0.0%
,"2014","2014","Female","F","25-34 years","25-34",837,21546290,3.9,3.6,4.1,0.1,0.0%
,"2014","2014","Female","F","35-44 years","35-44",2007,20353904,9.9,9.4,10.3,0.2,0.1%
,"2014","2014","Female","F","45-54 years","45-54",5767,22033807,26.2,25.5,26.8,0.3,0.2%
,"2014","2014","Female","F","55-64 years","55-64",12500,20755699,60.2,59.2,61.3,0.5,0.3%
,"2014","2014","Female","F","65-74 years","65-74",18416,14049245,131.1,129.2,133.0,1.0,0.5%
,"2014","2014","Female","F","75-84 years","75-84",23875,7789312,306.5,302.6,310.4,2.0,0.6%
,"2014","2014","Female","F","85+ years","85+",28809,4053362,710.7,702.5,719.0,4.2,0.8%
,"2014","2014","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2014","2014","Male","M","< 1 year","1",216,2017857,10.7,9.3,12.1,0.7,0.0%
,"2014","2014","Male","M","1-4 years","1-4",84,8137871,1.0,0.8,1.3,0.1,0.0%
,"2014","2014","Male","M","5-14 years","5-14",118,21029648,0.6,0.5,0.7,0.1,0.0%
,"2014","2014","Male","M","15-24 years","15-24",399,22523450,1.8,1.6,1.9,0.1,0.0%
,"2014","2014","Male","M","25-34 years","25-34",936,21970214,4.3,4.0,4.5,0.1,0.0%
,"2014","2014","Male","M","35-44 years","35-44",2146,20159229,10.6,10.2,11.1,0.2,0.1%
,"2014","2014","Male","M","45-54 years","45-54",6664,21425044,31.1,30.4,31.9,0.4,0.2%
,"2014","2014","Male","M","55-64 years","55-64",15297,19321882,79.2,77.9,80.4,0.6,0.4%
,"2014","2014","Male","M","65-74 years","65-74",20584,12349045,166.7,164.4,169.0,1.2,0.6%
,"2014","2014","Male","M","75-84 years","75-84",22646,5893378,384.3,379.3,389.3,2.6,0.6%
,"2014","2014","Male","M","85+ years","85+",19165,2108869,908.8,895.9,921.6,6.6,0.5%
,"2014","2014","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2015","2015","Female","F","< 1 year","1",203,1942904,10.4,9.0,11.9,0.7,0.0%
,"2015","2015","Female","F","1-4 years","1-4",107,7786776,1.4,1.1,1.6,0.1,0.0%
,"2015","2015","Female","F","5-14 years","5-14",115,20129986,0.6,0.5,0.7,0.1,0.0%
,"2015","2015","Female","F","15-24 years","15-24",320,21382495,1.5,1.3,1.7,0.1,0.0%
,"2015","2015","Female","F","25-34 years","25-34",930,21838064,4.3,4.0,4.5,0.1,0.0%
,"2015","2015","Female","F","35-44 years","35-44",2060,20386206,10.1,9.7,10.5,0.2,0.1%
,"2015","2015","Female","F","45-54 years","45-54",5889,21889385,26.9,26.2,27.6,0.4,0.2%
,"2015","2015","Female","F","55-64 years","55-64",12961,21163072,61.2,60.2,62.3,0.5,0.4%
,"2015","2015","Female","F","65-74 years","65-74",20002,14658169,136.5,134.6,138.3,1.0,0.5%
,"2015","2015","Female","F","75-84 years","75-84",25096,7899603,317.7,313.8,321.6,2.0,0.7%
,"2015","2015","Female","F","85+ years","85+",31204,4112863,758.7,750.3,767.1,4.3,0.8%
,"2015","2015","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2015","2015","Male","M","< 1 year","1",240,2035134,11.8,10.3,13.3,0.8,0.0%
,"2015","2015","Male","M","1-4 years","1-4",82,8142467,1.0,0.8,1.3,0.1,0.0%
,"2015","2015","Male","M","5-14 years","5-14",122,20979520,0.6,0.5,0.7,0.1,0.0%
,"2015","2015","Male","M","15-24 years","15-24",380,22465721,1.7,1.5,1.9,0.1,0.0%
,"2015","2015","Male","M","25-34 years","25-34",1051,22299138,4.7,4.4,5.0,0.1,0.0%
,"2015","2015","Male","M","35-44 years","35-44",2123,20203577,10.5,10.1,11.0,0.2,0.1%
,"2015","2015","Male","M","45-54 years","45-54",6825,21298776,32.0,31.3,32.8,0.4,0.2%
,"2015","2015","Male","M","55-64 years","55-64",16236,19714747,82.4,81.1,83.6,0.6,0.4%
,"2015","2015","Male","M","65-74 years","65-74",22421,12892348,173.9,171.6,176.2,1.2,0.6%
,"2015","2015","Male","M","75-84 years","75-84",24635,6023571,409.0,403.9,414.1,2.6,0.7%
,"2015","2015","Male","M","85+ years","85+",20978,2174298,964.8,951.8,977.9,6.7,0.6%
,"2015","2015","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2016","2016","Female","F","< 1 year","1",206,1939667,10.6,9.2,12.1,0.7,0.0%
,"2016","2016","Female","F","1-4 years","1-4",103,7800517,1.3,1.1,1.6,0.1,0.0%
,"2016","2016","Female","F","5-14 years","5-14",134,20099377,0.7,0.6,0.8,0.1,0.0%
,"2016","2016","Female","F","15-24 years","15-24",342,21218116,1.6,1.4,1.8,0.1,0.0%
,"2016","2016","Female","F","25-34 years","25-34",1016,22077505,4.6,4.3,4.9,0.1,0.0%
,"2016","2016","Female","F","35-44 years","35-44",2161,20317393,10.6,10.2,11.1,0.2,0.1%
,"2016","2016","Female","F","45-54 years","45-54",5864,21680540,27.0,26.4,27.7,0.4,0.2%
,"2016","2016","Female","F","55-64 years","55-64",13573,21464106,63.2,62.2,64.3,0.5,0.4%
,"2016","2016","Female","F","65-74 years","65-74",20564,15239221,134.9,133.1,136.8,0.9,0.6%
,"2016","2016","Female","F","75-84 years","75-84",25138,8056660,312.0,308.2,315.9,2.0,0.7%
,"2016","2016","Female","F","85+ years","85+",30559,4155488,735.4,727.1,743.6,4.2,0.8%
,"2016","2016","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2016","2016","Male","M","< 1 year","1",259,2030478,12.8,11.2,14.3,0.8,0.0%
,"2016","2016","Male","M","1-4 years","1-4",105,8156375,1.3,1.0,1.5,0.1,0.0%
,"2016","2016","Male","M","5-14 years","5-14",134,20948655,0.6,0.5,0.7,0.1,0.0%
,"2016","2016","Male","M","15-24 years","15-24",448,22292911,2.0,1.8,2.2,0.1,0.0%
,"2016","2016","Male","M","25-34 years","25-34",1082,22599738,4.8,4.5,5.1,0.1,0.0%
,"2016","2016","Male","M","35-44 years","35-44",2316,20152763,11.5,11.0,12.0,0.2,0.1%
,"2016","2016","Male","M","45-54 years","45-54",6719,21106139,31.8,31.1,32.6,0.4,0.2%
,"2016","2016","Male","M","55-64 years","55-64",16782,19999038,83.9,82.6,85.2,0.6,0.5%
,"2016","2016","Male","M","65-74 years","65-74",23537,13391109,175.8,173.5,178.0,1.1,0.6%
,"2016","2016","Male","M","75-84 years","75-84",24775,6176874,401.1,396.1,406.1,2.5,0.7%
,"2016","2016","Male","M","85+ years","85+",20950,2224843,941.6,928.9,954.4,6.5,0.6%
,"2016","2016","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2017","2017","Female","F","< 1 year","1",201,1924145,10.4,9.0,11.9,0.7,0.0%
,"2017","2017","Female","F","1-4 years","1-4",65,7818747,0.8,0.6,1.1,0.1,0.0%
,"2017","2017","Female","F","5-14 years","5-14",119,20109479,0.6,0.5,0.7,0.1,0.0%
,"2017","2017","Female","F","15-24 years","15-24",295,21100662,1.4,1.2,1.6,0.1,0.0%
,"2017","2017","Female","F","25-34 years","25-34",1018,22351311,4.6,4.3,4.8,0.1,0.0%
,"2017","2017","Female","F","35-44 years","35-44",2161,20506270,10.5,10.1,11.0,0.2,0.1%
,"2017","2017","Female","F","45-54 years","45-54",5725,21468595,26.7,26.0,27.4,0.4,0.2%
,"2017","2017","Female","F","55-64 years","55-64",13840,21737855,63.7,62.6,64.7,0.5,0.4%
,"2017","2017","Female","F","65-74 years","65-74",21881,15806306,138.4,136.6,140.3,0.9,0.6%
,"2017","2017","Female","F","75-84 years","75-84",25826,8298676,311.2,307.4,315.0,1.9,0.7%
,"2017","2017","Female","F","85+ years","85+",31032,4189013,740.8,732.6,749.0,4.2,0.8%
,"2017","2017","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2017","2017","Male","M","< 1 year","1",231,2015150,11.5,10.0,12.9,0.8,0.0%
,"2017","2017","Male","M","1-4 years","1-4",92,8180818,1.1,0.9,1.4,0.1,0.0%
,"2017","2017","Male","M","5-14 years","5-14",120,20973213,0.6,0.5,0.7,0.1,0.0%
,"2017","2017","Male","M","15-24 years","15-24",357,22149633,1.6,1.4,1.8,0.1,0.0%
,"2017","2017","Male","M","25-34 years","25-34",1162,22991361,5.1,4.8,5.3,0.1,0.0%
,"2017","2017","Male","M","35-44 years","35-44",2343,20369100,11.5,11.0,12.0,0.2,0.1%
,"2017","2017","Male","M","45-54 years","45-54",6631,20906357,31.7,31.0,32.5,0.4,0.2%
,"2017","2017","Male","M","55-64 years","55-64",16863,20257803,83.2,82.0,84.5,0.6,0.5%
,"2017","2017","Male","M","65-74 years","65-74",24593,13877140,177.2,175.0,179.4,1.1,0.7%
,"2017","2017","Male","M","75-84 years","75-84",25924,6407875,404.6,399.6,409.5,2.5,0.7%
,"2017","2017","Male","M","85+ years","85+",21898,2279669,960.6,947.9,973.3,6.5,0.6%
,"2017","2017","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2018","2018","Female","F","< 1 year","1",167,1879703,8.9,7.5,10.2,0.7,0.0%
,"2018","2018","Female","F","1-4 years","1-4",94,7798370,1.2,1.0,1.5,0.1,0.0%
,"2018","2018","Female","F","5-14 years","5-14",119,20100339,0.6,0.5,0.7,0.1,0.0%
,"2018","2018","Female","F","15-24 years","15-24",330,20994345,1.6,1.4,1.7,0.1,0.0%
,"2018","2018","Female","F","25-34 years","25-34",1036,22487065,4.6,4.3,4.9,0.1,0.0%
,"2018","2018","Female","F","35-44 years","35-44",2198,20690288,10.6,10.2,11.1,0.2,0.1%
,"2018","2018","Female","F","45-54 years","45-54",5797,21090497,27.5,26.8,28.2,0.4,0.2%
,"2018","2018","Female","F","55-64 years","55-64",13994,21873773,64.0,62.9,65.0,0.5,0.4%
,"2018","2018","Female","F","65-74 years","65-74",22064,16246231,135.8,134.0,137.6,0.9,0.6%
,"2018","2018","Female","F","75-84 years","75-84",26229,8659334,302.9,299.2,306.6,1.9,0.7%
,"2018","2018","Female","F","85+ years","85+",30351,4218810,719.4,711.3,727.5,4.1,0.8%
,"2018","2018","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2018","2018","Male","M","< 1 year","1",206,1968505,10.5,9.0,11.9,0.7,0.0%
,"2018","2018","Male","M","1-4 years","1-4",75,8163697,0.9,0.7,1.2,0.1,0.0%
,"2018","2018","Male","M","5-14 years","5-14",111,20974830,0.5,0.4,0.6,0.1,0.0%
,"2018","2018","Male","M","15-24 years","15-24",354,21976455,1.6,1.4,1.8,0.1,0.0%
,"2018","2018","Male","M","25-34 years","25-34",1108,23210709,4.8,4.5,5.1,0.1,0.0%
,"2018","2018","Male","M","35-44 years","35-44",2435,20587600,11.8,11.4,12.3,0.2,0.1%
,"2018","2018","Male","M","45-54 years","45-54",6595,20541202,32.1,31.3,32.9,0.4,0.2%
,"2018","2018","Male","M","55-64 years","55-64",17047,20398863,83.6,82.3,84.8,0.6,0.5%
,"2018","2018","Male","M","65-74 years","65-74",25399,14246085,178.3,176.1,180.5,1.1,0.7%
,"2018","2018","Male","M","75-84 years","75-84",26905,6735040,399.5,394.7,404.3,2.4,0.7%
,"2018","2018","Male","M","85+ years","85+",22024,2325693,947.0,934.5,959.5,6.4,0.6%
,"2018","2018","Male","M","Not Stated","NS",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2019","2019","Female","F","< 1 year","1",167,1847935,9.0,7.7,10.4,0.7,0.0%
,"2019","2019","Female","F","1-4 years","1-4",86,7719541,1.1,0.9,1.4,0.1,0.0%
,"2019","2019","Female","F","5-14 years","5-14",124,20053140,0.6,0.5,0.7,0.1,0.0%
,"2019","2019","Female","F","15-24 years","15-24",292,20877151,1.4,1.2,1.6,0.1,0.0%
,"2019","2019","Female","F","25-34 years","25-34",1076,22581141,4.8,4.5,5.0,0.1,0.0%
,"2019","2019","Female","F","35-44 years","35-44",2175,20867064,10.4,10.0,10.9,0.2,0.1%
,"2019","2019","Female","F","45-54 years","45-54",5518,20702936,26.7,25.9,27.4,0.4,0.1%
,"2019","2019","Female","F","55-64 years","55-64",13900,21949318,63.3,62.3,64.4,0.5,0.4%
,"2019","2019","Female","F","65-74 years","65-74",21954,16783854,130.8,129.1,132.5,0.9,0.6%
,"2019","2019","Female","F","75-84 years","75-84",25765,8971649,287.2,283.7,290.7,1.8,0.7%
,"2019","2019","Female","F","85+ years","85+",28222,4228470,667.4,659.6,675.2,4.0,0.8%
,"2019","2019","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2019","2019","Male","M","< 1 year","1",173,1935117,8.9,7.6,10.3,0.7,0.0%
,"2019","2019","Male","M","1-4 years","1-4",73,8074090,0.9,0.7,1.1,0.1,0.0%
,"2019","2019","Male","M","5-14 years","5-14",102,20941023,0.5,0.4,0.6,0.0,0.0%
,"2019","2019","Male","M","15-24 years","15-24",367,21810359,1.7,1.5,1.9,0.1,0.0%
,"2019","2019","Male","M","25-34 years","25-34",1194,23359180,5.1,4.8,5.4,0.1,0.0%
,"2019","2019","Male","M","35-44 years","35-44",2485,20792080,12.0,11.5,12.4,0.2,0.1%
,"2019","2019","Male","M","45-54 years","45-54",6295,20171966,31.2,30.4,32.0,0.4,0.2%
,"2019","2019","Male","M","55-64 years","55-64",16657,20499219,81.3,80.0,82.5,0.6,0.5%
,"2019","2019","Male","M","65-74 years","65-74",25213,14699579,171.5,169.4,173.6,1.1,0.7%
,"2019","2019","Male","M","75-84 years","75-84",26935,6998223,384.9,380.3,389.5,2.3,0.7%
,"2019","2019","Male","M","85+ years","85+",21082,2376488,887.1,875.1,899.1,6.1,0.6%
,"2019","2019","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2020","2020","Female","F","< 1 year","1",159,1826869,8.7,7.4,10.1,0.7,0.0%
,"2020","2020","Female","F","1-4 years","1-4",54,7613266,0.7,0.5,0.9,0.1,0.0%
,"2020","2020","Female","F","5-14 years","5-14",85,20050413,0.4,0.3,0.5,0.0,0.0%
,"2020","2020","Female","F","15-24 years","15-24",310,20828241,1.5,1.3,1.7,0.1,0.0%
,"2020","2020","Female","F","25-34 years","25-34",1269,22625267,5.6,5.3,5.9,0.2,0.0%
,"2020","2020","Female","F","35-44 years","35-44",2834,21090324,13.4,12.9,13.9,0.3,0.1%
,"2020","2020","Female","F","45-54 years","45-54",6893,20441441,33.7,32.9,34.5,0.4,0.2%
,"2020","2020","Female","F","55-64 years","55-64",17000,21914243,77.6,76.4,78.7,0.6,0.5%
,"2020","2020","Female","F","65-74 years","65-74",27318,17365858,157.3,155.4,159.2,1.0,0.7%
,"2020","2020","Female","F","75-84 years","75-84",29953,9228272,324.6,320.9,328.3,1.9,0.8%
,"2020","2020","Female","F","85+ years","85+",30492,4243727,718.5,710.5,726.6,4.1,0.8%
,"2020","2020","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2020","2020","Male","M","< 1 year","1",182,1908141,9.5,8.2,10.9,0.7,0.0%
,"2020","2020","Male","M","1-4 years","1-4",78,7953016,1.0,0.8,1.2,0.1,0.0%
,"2020","2020","Male","M","5-14 years","5-14",111,20941721,0.5,0.4,0.6,0.1,0.0%
,"2020","2020","Male","M","15-24 years","15-24",392,21727443,1.8,1.6,2.0,0.1,0.0%
,"2020","2020","Male","M","25-34 years","25-34",1385,23444379,5.9,5.6,6.2,0.2,0.0%
,"2020","2020","Male","M","35-44 years","35-44",3430,21045868,16.3,15.8,16.8,0.3,0.1%
,"2020","2020","Male","M","45-54 years","45-54",8518,19924692,42.8,41.8,43.7,0.5,0.2%
,"2020","2020","Male","M","55-64 years","55-64",21376,20489434,104.3,102.9,105.7,0.7,0.6%
,"2020","2020","Male","M","65-74 years","65-74",33004,15183540,217.4,215.0,219.7,1.2,0.9%
,"2020","2020","Male","M","75-84 years","75-84",32744,7223275,453.3,448.4,458.2,2.5,0.9%
,"2020","2020","Male","M","85+ years","85+",23228,2414693,961.9,949.6,974.3,6.3,0.6%
,"2020","2020","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: A41.0 (Septicaemia due to Staphylococcus aureus); A41.1 (Septicaemia due to other specified staphylococcus);"
"A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia due to Haemophilus influenzae); A41.4 (Septicaemia due"
"to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms); A41.8 (Other specified septicaemia); A41.9"
"(Septicaemia, unspecified)"
"Group By: Year; Sex; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Aug 14, 2026 8:32:10 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Aug 14, 2026 8:32:10 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"8. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Confidence-Intervals."
"9. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Standard-Errors."
"10. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
