"Notes","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2001","2001","< 1 year","1","Female","F",20,1962905,1.0,0.6,1.6,0.2,0.0%
,"2001","2001","< 1 year","1","Male","M",19,2049753,Unreliable,0.6,1.4,0.2,0.0%
,"2001","2001","1-4 years","1-4","Female","F",116,7468536,1.6,1.3,1.8,0.1,0.0%
,"2001","2001","1-4 years","1-4","Male","M",147,7817023,1.9,1.6,2.2,0.2,0.0%
,"2001","2001","5-14 years","5-14","Female","F",325,20075767,1.6,1.4,1.8,0.1,0.0%
,"2001","2001","5-14 years","5-14","Male","M",316,21076273,1.5,1.3,1.7,0.1,0.0%
,"2001","2001","15-24 years","15-24","Female","F",401,19585847,2.0,1.8,2.2,0.1,0.0%
,"2001","2001","15-24 years","15-24","Male","M",598,20627723,2.9,2.7,3.1,0.1,0.0%
,"2001","2001","25-34 years","25-34","Female","F",1720,19567043,8.8,8.4,9.2,0.2,0.0%
,"2001","2001","25-34 years","25-34","Male","M",1286,19904479,6.5,6.1,6.8,0.2,0.0%
,"2001","2001","35-44 years","35-44","Female","F",8548,22642429,37.8,37.0,38.6,0.4,0.1%
,"2001","2001","35-44 years","35-44","Male","M",6164,22409323,27.5,26.8,28.2,0.4,0.1%
,"2001","2001","45-54 years","45-54","Female","F",22869,20047081,114.1,112.6,115.6,0.8,0.2%
,"2001","2001","45-54 years","45-54","Male","M",22629,19339187,117.0,115.5,118.5,0.8,0.2%
,"2001","2001","55-64 years","55-64","Female","F",37936,13043566,290.8,287.9,293.8,1.5,0.3%
,"2001","2001","55-64 years","55-64","Male","M",44832,12061729,371.7,368.2,375.1,1.8,0.4%
,"2001","2001","65-74 years","65-74","Female","F",59519,10043126,592.6,587.9,597.4,2.4,0.5%
,"2001","2001","65-74 years","65-74","Male","M",73840,8341053,885.3,878.9,891.6,3.3,0.6%
,"2001","2001","75-84 years","75-84","Female","F",70389,7589733,927.4,920.6,934.3,3.5,0.6%
