"Notes","Sex","Sex Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"Female","F","2024 ","2024","75-84 years","75-84",76916,10722882,717.3,712.2,722.4,2.6,2.0%
,"Female","F","2024 ","2024","85+ years","85+",47722,4021130,1186.8,1176.1,1197.4,5.4,1.2%
,"Female","F","2024 ","2024","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"Male","M","2018","2018","< 1 year","1",20,1968505,1.0,0.6,1.6,0.2,0.0%
,"Male","M","2018","2018","1-4 years","1-4",120,8163697,1.5,1.2,1.7,0.1,0.0%
,"Male","M","2018","2018","5-14 years","5-14",342,20974830,1.6,1.5,1.8,0.1,0.0%
,"Male","M","2018","2018","15-24 years","15-24",580,21976455,2.6,2.4,2.9,0.1,0.0%
,"Male","M","2018","2018","25-34 years","25-34",1380,23210709,5.9,5.6,6.3,0.2,0.0%
,"Male","M","2018","2018","35-44 years","35-44",3998,20587600,19.4,18.8,20.0,0.3,0.1%
,"Male","M","2018","2018","45-54 years","45-54",16418,20541202,79.9,78.7,81.1,0.6,0.4%
,"Male","M","2018","2018","55-64 years","55-64",57263,20398863,280.7,278.4,283.0,1.2,1.5%
,"Male","M","2018","2018","65-74 years","65-74",84509,14246085,593.2,589.2,597.2,2.0,2.2%
,"Male","M","2018","2018","75-84 years","75-84",74325,6735040,1103.6,1095.6,1111.5,4.0,1.9%
,"Male","M","2018","2018","85+ years","85+",43539,2325693,1872.1,1854.5,1889.7,9.0,1.1%
,"Male","M","2018","2018","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"Male","M","2019","2019","< 1 year","1",26,1935117,1.3,0.9,2.0,0.3,0.0%
,"Male","M","2019","2019","1-4 years","1-4",105,8074090,1.3,1.1,1.5,0.1,0.0%
,"Male","M","2019","2019","5-14 years","5-14",302,20941023,1.4,1.3,1.6,0.1,0.0%
,"Male","M","2019","2019","15-24 years","15-24",583,21810359,2.7,2.5,2.9,0.1,0.0%
,"Male","M","2019","2019","25-34 years","25-34",1379,23359180,5.9,5.6,6.2,0.2,0.0%
,"Male","M","2019","2019","35-44 years","35-44",3916,20792080,18.8,18.2,19.4,0.3,0.1%
,"Male","M","2019","2019","45-54 years","45-54",15611,20171966,77.4,76.2,78.6,0.6,0.4%
