"Notes","Year","Year Code","Sex","Sex Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
"Total","2018","2018","Female","F",,,1380736,166038755,831.6,830.2,833.0,0.7,2.4%
,"2018","2018","Male","M","< 1 year","1",12068,1968505,613.1,602.1,624.0,5.6,0.0%
,"2018","2018","Male","M","1-4 years","1-4",2243,8163697,27.5,26.3,28.6,0.6,0.0%
,"2018","2018","Male","M","5-14 years","5-14",3081,20974830,14.7,14.2,15.2,0.3,0.0%
,"2018","2018","Male","M","15-24 years","15-24",22008,21976455,100.1,98.8,101.5,0.7,0.0%
,"2018","2018","Male","M","25-34 years","25-34",40864,23210709,176.1,174.3,177.8,0.9,0.1%
,"2018","2018","Male","M","35-44 years","35-44",51376,20587600,249.5,247.4,251.7,1.1,0.1%
,"2018","2018","Male","M","45-54 years","45-54",101030,20541202,491.8,488.8,494.9,1.5,0.2%
,"2018","2018","Male","M","55-64 years","55-64",228273,20398863,1119.0,1114.5,1123.6,2.3,0.4%
,"2018","2018","Male","M","65-74 years","65-74",312911,14246085,2196.5,2188.8,2204.2,3.9,0.6%
,"2018","2018","Male","M","75-84 years","75-84",347188,6735040,5155.0,5137.8,5172.1,8.7,0.6%
,"2018","2018","Male","M","85+ years","85+",337318,2325693,14504.0,14455.0,14552.9,25.0,0.6%
,"2018","2018","Male","M","Not Stated","NS",109,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2018","2018","Male","M",,,1458469,161128679,905.2,903.7,906.6,0.7,2.6%
"Total","2018","2018",,,,,2839205,327167434,867.8,866.8,868.8,0.5,5.0%
,"2019","2019","Female","F","< 1 year","1",9247,1847935,500.4,490.2,510.6,5.2,0.0%
,"2019","2019","Female","F","1-4 years","1-4",1635,7719541,21.2,20.2,22.2,0.5,0.0%
,"2019","2019","Female","F","5-14 years","5-14",2311,20053140,11.5,11.1,12.0,0.2,0.0%
,"2019","2019","Female","F","15-24 years","15-24",8023,20877151,38.4,37.6,39.3,0.4,0.0%
,"2019","2019","Female","F","25-34 years","25-34",17827,22581141,78.9,77.8,80.1,0.6,0.0%
,"2019","2019","Female","F","35-44 years","35-44",29550,20867064,141.6,140.0,143.2,0.8,0.1%
,"2019","2019","Female","F","45-54 years","45-54",61546,20702936,297.3,294.9,299.6,1.2,0.1%
,"2019","2019","Female","F","55-64 years","55-64",147012,21949318,669.8,666.4,673.2,1.7,0.3%
,"2019","2019","Female","F","65-74 years","65-74",235312,16783854,1402.0,1396.3,1407.7,2.9,0.4%
,"2019","2019","Female","F","75-84 years","75-84",332927,8971649,3710.9,3698.3,3723.5,6.4,0.6%
,"2019","2019","Female","F","85+ years","85+",535581,4228470,12666.1,12632.1,12700.0,17.3,0.9%
,"2019","2019","Female","F","Not Stated","NS",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2019","2019","Female","F",,,1381015,166582199,829.0,827.6,830.4,0.7,2.4%
,"2019","2019","Male","M","< 1 year","1",11674,1935117,603.3,592.3,614.2,5.6,0.0%
,"2019","2019","Male","M","1-4 years","1-4",2041,8074090,25.3,24.2,26.4,0.6,0.0%
,"2019","2019","Male","M","5-14 years","5-14",3186,20941023,15.2,14.7,15.7,0.3,0.0%
,"2019","2019","Male","M","15-24 years","15-24",21748,21810359,99.7,98.4,101.0,0.7,0.0%
,"2019","2019","Male","M","25-34 years","25-34",41351,23359180,177.0,175.3,178.7,0.9,0.1%
,"2019","2019","Male","M","35-44 years","35-44",53436,20792080,257.0,254.8,259.2,1.1,0.1%
,"2019","2019","Male","M","45-54 years","45-54",98847,20171966,490.0,487.0,493.1,1.6,0.2%
,"2019","2019","Male","M","55-64 years","55-64",227925,20499219,1111.9,1107.3,1116.4,2.3,0.4%
,"2019","2019","Male","M","65-74 years","65-74",320247,14699579,2178.6,2171.1,2186.2,3.8,0.6%
,"2019","2019","Male","M","75-84 years","75-84",355100,6998223,5074.1,5057.5,5090.8,8.5,0.6%
,"2019","2019","Male","M","85+ years","85+",338165,2376488,14229.6,14181.7,14277.6,24.5,0.6%
,"2019","2019","Male","M","Not Stated","NS",103,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2019","2019","Male","M",,,1473823,161657324,911.7,910.2,913.2,0.8,2.6%
"Total","2019","2019",,,,,2854838,328239523,869.7,868.7,870.8,0.5,5.0%
,"2020","2020","Female","F","< 1 year","1",8723,1826869,477.5,467.5,487.5,5.1,0.0%
,"2020","2020","Female","F","1-4 years","1-4",1503,7613266,19.7,18.7,20.7,0.5,0.0%
,"2020","2020","Female","F","5-14 years","5-14",2261,20050413,11.3,10.8,11.7,0.2,0.0%
,"2020","2020","Female","F","15-24 years","15-24",9332,20828241,44.8,43.9,45.7,0.5,0.0%
,"2020","2020","Female","F","25-34 years","25-34",21654,22625267,95.7,94.4,97.0,0.7,0.0%
,"2020","2020","Female","F","35-44 years","35-44",35996,21090324,170.7,168.9,172.4,0.9,0.1%
,"2020","2020","Female","F","45-54 years","45-54",71298,20441441,348.8,346.2,351.4,1.3,0.1%
,"2020","2020","Female","F","55-64 years","55-64",169422,21914243,773.1,769.4,776.8,1.9,0.3%
,"2020","2020","Female","F","65-74 years","65-74",282508,17365858,1626.8,1620.8,1632.8,3.1,0.5%
,"2020","2020","Female","F","75-84 years","75-84",393226,9228272,4261.1,4247.8,4274.4,6.8,0.7%
,"2020","2020","Female","F","85+ years","85+",617885,4243727,14560.0,14523.7,14596.3,18.5,1.1%
,"2020","2020","Female","F","Not Stated","NS",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2020","2020","Female","F",,,1613845,167227921,965.1,963.6,966.5,0.8,2.8%
,"2020","2020","Male","M","< 1 year","1",10859,1908141,569.1,558.4,579.8,5.5,0.0%
,"2020","2020","Male","M","1-4 years","1-4",2026,7953016,25.5,24.4,26.6,0.6,0.0%
,"2020","2020","Male","M","5-14 years","5-14",3362,20941721,16.1,15.5,16.6,0.3,0.0%
,"2020","2020","Male","M","15-24 years","15-24",26484,21727443,121.9,120.4,123.4,0.7,0.0%
,"2020","2020","Male","M","25-34 years","25-34",51832,23444379,221.1,219.2,223.0,1.0,0.1%
,"2020","2020","Male","M","35-44 years","35-44",68494,21045868,325.5,323.0,327.9,1.2,0.1%
,"2020","2020","Male","M","45-54 years","45-54",119844,19924692,601.5,598.1,604.9,1.7,0.2%
,"2020","2020","Male","M","55-64 years","55-64",271127,20489434,1323.3,1318.3,1328.2,2.5,0.5%
,"2020","2020","Male","M","65-74 years","65-74",391999,15183540,2581.7,2573.7,2589.8,4.1,0.7%
,"2020","2020","Male","M","75-84 years","75-84",428858,7223275,5937.2,5919.4,5954.9,9.1,0.8%
,"2020","2020","Male","M","85+ years","85+",394920,2414693,16354.9,16303.9,16405.9,26.0,0.7%
,"2020","2020","Male","M","Not Stated","NS",79,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2020","2020","Male","M",,,1769884,162256202,1090.8,1089.2,1092.4,0.8,3.1%
"Total","2020","2020",,,,,3383729,329484123,1027.0,1025.9,1028.1,0.6,6.0%
"Total",,,,,,,56806341,6746356647,842.0,841.8,842.2,0.1,100.0%
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Group By: Year; Sex; Ten-Year Age Groups"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Aug 13, 2026 3:07:00 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Aug 13, 2026 3:07:00 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"3. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Confidence-Intervals."
"4. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Standard-Errors."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
