"Notes","Year","Year Code","Sex","Sex Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2008","2008","Male","M","5-14 years","5-14",3280,20779295,15.8,15.2,16.3,0.3,0.0%
,"2008","2008","Male","M","15-24 years","15-24",24027,22246778,108.0,106.6,109.4,0.7,0.0%
,"2008","2008","Male","M","25-34 years","25-34",29635,20188062,146.8,145.1,148.5,0.9,0.1%
,"2008","2008","Male","M","35-44 years","35-44",47686,20996753,227.1,225.1,229.1,1.0,0.1%
,"2008","2008","Male","M","45-54 years","45-54",115038,21862911,526.2,523.1,529.2,1.6,0.2%
,"2008","2008","Male","M","55-64 years","55-64",179550,16475300,1089.8,1084.8,1094.9,2.6,0.3%
,"2008","2008","Male","M","65-74 years","65-74",225400,9501435,2372.3,2362.5,2382.1,5.0,0.4%
,"2008","2008","Male","M","75-84 years","75-84",321896,5419659,5939.4,5918.9,5959.9,10.5,0.6%
,"2008","2008","Male","M","85+ years","85+",261221,1662814,15709.6,15649.3,15769.8,30.7,0.5%
,"2008","2008","Male","M","Not Stated","NS",102,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2008","2008","Male","M",,,1226197,149489951,820.3,818.8,821.7,0.7,2.2%
"Total","2008","2008",,,,,2471984,304093966,812.9,811.9,813.9,0.5,4.4%
,"2009","2009","Female","F","< 1 year","1",11589,1959169,591.5,580.8,602.3,5.5,0.0%
,"2009","2009","Female","F","1-4 years","1-4",1955,7943260,24.6,23.5,25.7,0.6,0.0%
,"2009","2009","Female","F","5-14 years","5-14",2403,19963476,12.0,11.6,12.5,0.2,0.0%
,"2009","2009","Female","F","15-24 years","15-24",8104,21263984,38.1,37.3,38.9,0.4,0.0%
,"2009","2009","Female","F","25-34 years","25-34",13303,20267430,65.6,64.5,66.8,0.6,0.0%
,"2009","2009","Female","F","35-44 years","35-44",28110,20841610,134.9,133.3,136.5,0.8,0.0%
,"2009","2009","Female","F","45-54 years","45-54",72748,22797854,319.1,316.8,321.4,1.2,0.1%
,"2009","2009","Female","F","55-64 years","55-64",119165,18329541,650.1,646.4,653.8,1.9,0.2%
,"2009","2009","Female","F","65-74 years","65-74",175238,11375157,1540.5,1533.3,1547.7,3.7,0.3%
,"2009","2009","Female","F","75-84 years","75-84",316695,7590640,4172.2,4157.6,4186.7,7.4,0.6%
,"2009","2009","Female","F","85+ years","85+",470396,3631954,12951.6,12914.6,12988.6,18.9,0.8%
,"2009","2009","Female","F","Not Stated","NS",78,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2009","2009","Female","F",,,1219784,155964075,782.1,780.7,783.5,0.7,2.1%
,"2009","2009","Male","M","< 1 year","1",14823,2044418,725.0,713.4,736.7,6.0,0.0%
,"2009","2009","Male","M","1-4 years","1-4",2495,8297671,30.1,28.9,31.2,0.6,0.0%
,"2009","2009","Male","M","5-14 years","5-14",3248,20879587,15.6,15.0,16.1,0.3,0.0%
,"2009","2009","Male","M","15-24 years","15-24",22312,22312948,100.0,98.7,101.3,0.7,0.0%
,"2009","2009","Male","M","25-34 years","25-34",29199,20455912,142.7,141.1,144.4,0.8,0.1%
,"2009","2009","Male","M","35-44 years","35-44",46555,20646201,225.5,223.4,227.5,1.0,0.1%
,"2009","2009","Male","M","45-54 years","45-54",114820,22069234,520.3,517.3,523.3,1.5,0.2%
,"2009","2009","Male","M","55-64 years","55-64",184142,17076059,1078.4,1073.4,1083.3,2.5,0.3%
,"2009","2009","Male","M","65-74 years","65-74",225794,9857942,2290.5,2281.0,2299.9,4.8,0.4%
,"2009","2009","Male","M","75-84 years","75-84",311032,5432135,5725.8,5705.7,5745.9,10.3,0.5%
,"2009","2009","Male","M","85+ years","85+",262782,1735347,15142.9,15085.0,15200.8,29.5,0.5%
,"2009","2009","Male","M","Not Stated","NS",177,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2009","2009","Male","M",,,1217379,150807454,807.2,805.8,808.7,0.7,2.1%
"Total","2009","2009",,,,,2437163,306771529,794.5,793.5,795.5,0.5,4.3%
,"2010","2010","Female","F","< 1 year","1",10884,1929877,564.0,553.4,574.6,5.4,0.0%
,"2010","2010","Female","F","1-4 years","1-4",1856,7952058,23.3,22.3,24.4,0.5,0.0%
,"2010","2010","Female","F","5-14 years","5-14",2225,20056351,11.1,10.6,11.6,0.2,0.0%
,"2010","2010","Female","F","15-24 years","15-24",7761,21308500,36.4,35.6,37.2,0.4,0.0%
,"2010","2010","Female","F","25-34 years","25-34",13067,20431857,64.0,62.9,65.1,0.6,0.0%
,"2010","2010","Female","F","35-44 years","35-44",26599,20634607,128.9,127.4,130.5,0.8,0.0%
,"2010","2010","Female","F","45-54 years","45-54",71189,22864357,311.4,309.1,313.6,1.2,0.1%
,"2010","2010","Female","F","55-64 years","55-64",121507,18881581,643.5,639.9,647.1,1.8,0.2%
,"2010","2010","Female","F","65-74 years","65-74",177447,11616910,1527.5,1520.4,1534.6,3.6,0.3%
,"2010","2010","Female","F","75-84 years","75-84",313821,7584360,4137.7,4123.3,4152.2,7.4,0.6%
,"2010","2010","Female","F","85+ years","85+",489608,3703754,13219.2,13182.2,13256.3,18.9,0.9%
,"2010","2010","Female","F","Not Stated","NS",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2010","2010","Female","F",,,1236003,156964212,787.4,786.1,788.8,0.7,2.2%
,"2010","2010","Male","M","< 1 year","1",13702,2014276,680.2,668.9,691.6,5.8,0.0%
,"2010","2010","Male","M","1-4 years","1-4",2460,8305151,29.6,28.4,30.8,0.6,0.0%
,"2010","2010","Male","M","5-14 years","5-14",3054,20969500,14.6,14.0,15.1,0.3,0.0%
,"2010","2010","Male","M","15-24 years","15-24",21790,22317842,97.6,96.3,98.9,0.7,0.0%
,"2010","2010","Male","M","25-34 years","25-34",29192,20632091,141.5,139.9,143.1,0.8,0.1%
,"2010","2010","Male","M","35-44 years","35-44",43434,20435999,212.5,210.5,214.5,1.0,0.1%
,"2010","2010","Male","M","45-54 years","45-54",112018,22142359,505.9,502.9,508.9,1.5,0.2%
,"2010","2010","Male","M","55-64 years","55-64",189295,17601148,1075.5,1070.6,1080.3,2.5,0.3%
,"2010","2010","Male","M","65-74 years","65-74",229704,10096519,2275.1,2265.8,2284.4,4.7,0.4%
,"2010","2010","Male","M","75-84 years","75-84",311830,5476762,5693.7,5673.7,5713.7,10.2,0.5%
,"2010","2010","Male","M","85+ years","85+",275866,1789679,15414.3,15356.8,15471.8,29.3,0.5%
,"2010","2010","Male","M","Not Stated","NS",87,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2010","2010","Male","M",,,1232432,151781326,812.0,810.5,813.4,0.7,2.2%
"Total","2010","2010",,,,,2468435,308745538,799.5,798.5,800.5,0.5,4.3%
,"2011","2011","Female","F","< 1 year","1",10658,1952827,545.8,535.4,556.1,5.3,0.0%
,"2011","2011","Female","F","1-4 years","1-4",1841,7909731,23.3,22.2,24.3,0.5,0.0%
,"2011","2011","Female","F","5-14 years","5-14",2222,20067831,11.1,10.6,11.5,0.2,0.0%
,"2011","2011","Female","F","15-24 years","15-24",7743,21366229,36.2,35.4,37.0,0.4,0.0%
,"2011","2011","Female","F","25-34 years","25-34",13663,20746335,65.9,64.8,67.0,0.6,0.0%
,"2011","2011","Female","F","35-44 years","35-44",26678,20404484,130.7,129.2,132.3,0.8,0.0%
,"2011","2011","Female","F","45-54 years","45-54",71538,22698956,315.2,312.9,317.5,1.2,0.1%
,"2011","2011","Female","F","55-64 years","55-64",126674,19703935,642.9,639.3,646.4,1.8,0.2%
,"2011","2011","Female","F","65-74 years","65-74",180776,12005425,1505.8,1498.8,1512.7,3.5,0.3%
,"2011","2011","Female","F","75-84 years","75-84",313532,7602197,4124.2,4109.8,4138.7,7.4,0.6%
,"2011","2011","Female","F","85+ years","85+",505120,3843148,13143.4,13107.1,13179.6,18.5,0.9%
,"2011","2011","Female","F","Not Stated","NS",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2011","2011","Female","F",,,1260480,158301098,796.3,794.9,797.6,0.7,2.2%
,"2011","2011","Male","M","< 1 year","1",13327,2043710,652.1,641.0,663.2,5.6,0.0%
,"2011","2011","Male","M","1-4 years","1-4",2405,8255790,29.1,28.0,30.3,0.6,0.0%
,"2011","2011","Male","M","5-14 years","5-14",3179,20971217,15.2,14.6,15.7,0.3,0.0%
,"2011","2011","Male","M","15-24 years","15-24",21924,22431646,97.7,96.4,99.0,0.7,0.0%
,"2011","2011","Male","M","25-34 years","25-34",30085,21044163,143.0,141.3,144.6,0.8,0.1%
,"2011","2011","Male","M","35-44 years","35-44",43215,20223470,213.7,211.7,215.7,1.0,0.1%
,"2011","2011","Male","M","45-54 years","45-54",111709,22019247,507.3,504.3,510.3,1.5,0.2%
,"2011","2011","Male","M","55-64 years","55-64",196641,18358205,1071.1,1066.4,1075.9,2.4,0.3%
,"2011","2011","Male","M","65-74 years","65-74",234276,10476313,2236.2,2227.2,2245.3,4.6,0.4%
,"2011","2011","Male","M","75-84 years","75-84",312693,5573033,5610.8,5591.2,5630.5,10.0,0.6%
,"2011","2011","Male","M","85+ years","85+",285425,1894025,15069.8,15014.5,15125.0,28.2,0.5%
,"2011","2011","Male","M","Not Stated","NS",99,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2011","2011","Male","M",,,1254978,153290819,818.7,817.3,820.1,0.7,2.2%
"Total","2011","2011",,,,,2515458,311591917,807.3,806.3,808.3,0.5,4.4%
,"2012","2012","Female","F","< 1 year","1",10490,1926339,544.6,534.1,555.0,5.3,0.0%
,"2012","2012","Female","F","1-4 years","1-4",1823,7856870,23.2,22.1,24.3,0.5,0.0%
,"2012","2012","Female","F","5-14 years","5-14",2164,20118347,10.8,10.3,11.2,0.2,0.0%
,"2012","2012","Female","F","15-24 years","15-24",7726,21431588,36.0,35.2,36.9,0.4,0.0%
,"2012","2012","Female","F","25-34 years","25-34",13808,20970529,65.8,64.7,66.9,0.6,0.0%
,"2012","2012","Female","F","35-44 years","35-44",26233,20342813,129.0,127.4,130.5,0.8,0.0%
,"2012","2012","Female","F","45-54 years","45-54",70249,22461868,312.7,310.4,315.1,1.2,0.1%
,"2012","2012","Female","F","55-64 years","55-64",128655,19983308,643.8,640.3,647.3,1.8,0.2%
,"2012","2012","Female","F","65-74 years","65-74",187411,12782530,1466.1,1459.5,1472.8,3.4,0.3%
,"2012","2012","Female","F","75-84 years","75-84",309747,7624484,4062.5,4048.2,4076.8,7.3,0.5%
,"2012","2012","Female","F","85+ years","85+",511204,3923297,13030.0,12994.2,13065.7,18.2,0.9%
,"2012","2012","Female","F","Not Stated","NS",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2012","2012","Female","F",,,1269557,159421973,796.4,795.0,797.7,0.7,2.2%
,"2012","2012","Male","M","< 1 year","1",13139,2016738,651.5,640.4,662.6,5.7,0.0%
,"2012","2012","Male","M","1-4 years","1-4",2395,8199397,29.2,28.0,30.4,0.6,0.0%
,"2012","2012","Male","M","5-14 years","5-14",3036,21026407,14.4,13.9,15.0,0.3,0.0%
,"2012","2012","Male","M","15-24 years","15-24",21456,22512317,95.3,94.0,96.6,0.7,0.0%
,"2012","2012","Male","M","25-34 years","25-34",30783,21338792,144.3,142.6,145.9,0.8,0.1%
,"2012","2012","Male","M","35-44 years","35-44",42929,20173607,212.8,210.8,214.8,1.0,0.1%
,"2012","2012","Male","M","45-54 years","45-54",109214,21806870,500.8,497.9,503.8,1.5,0.2%
,"2012","2012","Male","M","55-64 years","55-64",200951,18602894,1080.2,1075.5,1084.9,2.4,0.4%
,"2012","2012","Male","M","65-74 years","65-74",244935,11202862,2186.4,2177.7,2195.0,4.4,0.4%
,"2012","2012","Male","M","75-84 years","75-84",310681,5648150,5500.6,5481.2,5519.9,9.9,0.5%
,"2012","2012","Male","M","85+ years","85+",294103,1964033,14974.4,14920.3,15028.6,27.6,0.5%
,"2012","2012","Male","M","Not Stated","NS",100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2012","2012","Male","M",,,1273722,154492067,824.5,823.0,825.9,0.7,2.2%
"Total","2012","2012",,,,,2543279,313914040,810.2,809.2,811.2,0.5,4.5%
,"2013","2013","Female","F","< 1 year","1",10321,1925056,536.1,525.8,546.5,5.3,0.0%
,"2013","2013","Female","F","1-4 years","1-4",1745,7790614,22.4,21.3,23.4,0.5,0.0%
,"2013","2013","Female","F","5-14 years","5-14",2263,20159538,11.2,10.8,11.7,0.2,0.0%
,"2013","2013","Female","F","15-24 years","15-24",7622,21429247,35.6,34.8,36.4,0.4,0.0%
,"2013","2013","Female","F","25-34 years","25-34",14001,21203096,66.0,64.9,67.1,0.6,0.0%
,"2013","2013","Female","F","35-44 years","35-44",26501,20307429,130.5,128.9,132.1,0.8,0.0%
,"2013","2013","Female","F","45-54 years","45-54",69727,22198448,314.1,311.8,316.4,1.2,0.1%
,"2013","2013","Female","F","55-64 years","55-64",131802,20359676,647.4,643.9,650.9,1.8,0.2%
,"2013","2013","Female","F","65-74 years","65-74",196531,13419124,1464.6,1458.1,1471.0,3.3,0.3%
,"2013","2013","Female","F","75-84 years","75-84",309673,7686002,4029.1,4014.9,4043.2,7.2,0.5%
,"2013","2013","Female","F","85+ years","85+",520736,3999007,13021.6,12986.3,13057.0,18.0,0.9%
,"2013","2013","Female","F","Not Stated","NS",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2013","2013","Female","F",,,1290959,160477237,804.4,803.1,805.8,0.7,2.3%
,"2013","2013","Male","M","< 1 year","1",13119,2016727,650.5,639.4,661.6,5.7,0.0%
,"2013","2013","Male","M","1-4 years","1-4",2323,8135691,28.6,27.4,29.7,0.6,0.0%
,"2013","2013","Male","M","5-14 years","5-14",3077,21061497,14.6,14.1,15.1,0.3,0.0%
,"2013","2013","Male","M","15-24 years","15-24",20864,22525155,92.6,91.4,93.9,0.6,0.0%
,"2013","2013","Male","M","25-34 years","25-34",31462,21641491,145.4,143.8,147.0,0.8,0.1%
,"2013","2013","Male","M","35-44 years","35-44",43072,20145261,213.8,211.8,215.8,1.0,0.1%
,"2013","2013","Male","M","45-54 years","45-54",107997,21569084,500.7,497.7,503.7,1.5,0.2%
,"2013","2013","Male","M","55-64 years","55-64",206325,18956755,1088.4,1083.7,1093.1,2.4,0.4%
,"2013","2013","Male","M","65-74 years","65-74",257898,11797642,2186.0,2177.6,2194.5,4.3,0.5%
,"2013","2013","Male","M","75-84 years","75-84",315340,5760517,5474.2,5455.1,5493.3,9.7,0.6%
,"2013","2013","Male","M","85+ years","85+",304462,2041782,14911.6,14858.6,14964.6,27.0,0.5%
,"2013","2013","Male","M","Not Stated","NS",95,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2013","2013","Male","M",,,1306034,155651602,839.1,837.6,840.5,0.7,2.3%
"Total","2013","2013",,,,,2596993,316128839,821.5,820.5,822.5,0.5,4.6%
,"2014","2014","Female","F","< 1 year","1",10329,1930493,535.0,524.7,545.4,5.3,0.0%
,"2014","2014","Female","F","1-4 years","1-4",1658,7790662,21.3,20.3,22.3,0.5,0.0%
,"2014","2014","Female","F","5-14 years","5-14",2122,20161424,10.5,10.1,11.0,0.2,0.0%
,"2014","2014","Female","F","15-24 years","15-24",7674,21456371,35.8,35.0,36.6,0.4,0.0%
,"2014","2014","Female","F","25-34 years","25-34",14480,21546290,67.2,66.1,68.3,0.6,0.0%
,"2014","2014","Female","F","35-44 years","35-44",27303,20353904,134.1,132.6,135.7,0.8,0.0%
,"2014","2014","Female","F","45-54 years","45-54",69540,22033807,315.6,313.3,318.0,1.2,0.1%
,"2014","2014","Female","F","55-64 years","55-64",136610,20755699,658.2,654.7,661.7,1.8,0.2%
,"2014","2014","Female","F","65-74 years","65-74",202893,14049245,1444.2,1437.9,1450.4,3.2,0.4%
,"2014","2014","Female","F","75-84 years","75-84",308074,7789312,3955.1,3941.1,3969.1,7.1,0.5%
,"2014","2014","Female","F","85+ years","85+",517441,4053362,12765.7,12730.9,12800.5,17.7,0.9%
,"2014","2014","Female","F","Not Stated","NS",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2014","2014","Female","F",,,1298177,161920569,801.7,800.4,803.1,0.7,2.3%
,"2014","2014","Male","M","< 1 year","1",12886,2017857,638.6,627.6,649.6,5.6,0.0%
,"2014","2014","Male","M","1-4 years","1-4",2172,8137871,26.7,25.6,27.8,0.6,0.0%
,"2014","2014","Male","M","5-14 years","5-14",3128,21029648,14.9,14.4,15.4,0.3,0.0%
,"2014","2014","Male","M","15-24 years","15-24",21117,22523450,93.8,92.5,95.0,0.6,0.0%
,"2014","2014","Male","M","25-34 years","25-34",32697,21970214,148.8,147.2,150.4,0.8,0.1%
,"2014","2014","Male","M","35-44 years","35-44",43693,20159229,216.7,214.7,218.8,1.0,0.1%
,"2014","2014","Male","M","45-54 years","45-54",106377,21425044,496.5,493.5,499.5,1.5,0.2%
,"2014","2014","Male","M","55-64 years","55-64",212198,19321882,1098.2,1093.6,1102.9,2.4,0.4%
,"2014","2014","Male","M","65-74 years","65-74",268648,12349045,2175.5,2167.2,2183.7,4.2,0.5%
,"2014","2014","Male","M","75-84 years","75-84",316430,5893378,5369.2,5350.5,5388.0,9.5,0.6%
,"2014","2014","Male","M","85+ years","85+",308785,2108869,14642.2,14590.6,14693.9,26.3,0.5%
,"2014","2014","Male","M","Not Stated","NS",110,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2014","2014","Male","M",,,1328241,156936487,846.4,844.9,847.8,0.7,2.3%
"Total","2014","2014",,,,,2626418,318857056,823.7,822.7,824.7,0.5,4.6%
,"2015","2015","Female","F","< 1 year","1",10447,1942904,537.7,527.4,548.0,5.3,0.0%
,"2015","2015","Female","F","1-4 years","1-4",1684,7786776,21.6,20.6,22.7,0.5,0.0%
,"2015","2015","Female","F","5-14 years","5-14",2258,20129986,11.2,10.8,11.7,0.2,0.0%
,"2015","2015","Female","F","15-24 years","15-24",8148,21382495,38.1,37.3,38.9,0.4,0.0%
,"2015","2015","Female","F","25-34 years","25-34",15736,21838064,72.1,70.9,73.2,0.6,0.0%
,"2015","2015","Female","F","35-44 years","35-44",27418,20386206,134.5,132.9,136.1,0.8,0.0%
,"2015","2015","Female","F","45-54 years","45-54",68947,21889385,315.0,312.6,317.3,1.2,0.1%
,"2015","2015","Female","F","55-64 years","55-64",140159,21163072,662.3,658.8,665.7,1.8,0.2%
,"2015","2015","Female","F","65-74 years","65-74",212669,14658169,1450.9,1444.7,1457.0,3.1,0.4%
,"2015","2015","Female","F","75-84 years","75-84",313720,7899603,3971.3,3957.4,3985.2,7.1,0.6%
,"2015","2015","Female","F","85+ years","85+",537997,4112863,13080.8,13045.9,13115.8,17.8,0.9%
,"2015","2015","Female","F","Not Stated","NS",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2015","2015","Female","F",,,1339226,163189523,820.7,819.3,822.0,0.7,2.4%
,"2015","2015","Male","M","< 1 year","1",13008,2035134,639.2,628.2,650.2,5.6,0.0%
,"2015","2015","Male","M","1-4 years","1-4",2281,8142467,28.0,26.9,29.2,0.6,0.0%
,"2015","2015","Male","M","5-14 years","5-14",3153,20979520,15.0,14.5,15.6,0.3,0.0%
,"2015","2015","Male","M","15-24 years","15-24",22346,22465721,99.5,98.2,100.8,0.7,0.0%
,"2015","2015","Male","M","25-34 years","25-34",35781,22299138,160.5,158.8,162.1,0.8,0.1%
,"2015","2015","Male","M","35-44 years","35-44",45670,20203577,226.0,224.0,228.1,1.1,0.1%
,"2015","2015","Male","M","45-54 years","45-54",105547,21298776,495.6,492.6,498.5,1.5,0.2%
,"2015","2015","Male","M","55-64 years","55-64",217626,19714747,1103.9,1099.2,1108.5,2.4,0.4%
,"2015","2015","Male","M","65-74 years","65-74",282347,12892348,2190.0,2182.0,2198.1,4.1,0.5%
,"2015","2015","Male","M","75-84 years","75-84",323846,6023571,5376.3,5357.8,5394.8,9.4,0.6%
,"2015","2015","Male","M","85+ years","85+",321704,2174298,14795.8,14744.6,14846.9,26.1,0.6%
,"2015","2015","Male","M","Not Stated","NS",95,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2015","2015","Male","M",,,1373404,158229297,868.0,866.5,869.4,0.7,2.4%
"Total","2015","2015",,,,,2712630,321418820,844.0,843.0,845.0,0.5,4.8%
,"2016","2016","Female","F","< 1 year","1",10294,1939667,530.7,520.5,541.0,5.2,0.0%
,"2016","2016","Female","F","1-4 years","1-4",1789,7800517,22.9,21.9,24.0,0.5,0.0%
,"2016","2016","Female","F","5-14 years","5-14",2362,20099377,11.8,11.3,12.2,0.2,0.0%
,"2016","2016","Female","F","15-24 years","15-24",8562,21218116,40.4,39.5,41.2,0.4,0.0%
,"2016","2016","Female","F","25-34 years","25-34",17359,22077505,78.6,77.5,79.8,0.6,0.0%
,"2016","2016","Female","F","35-44 years","35-44",28577,20317393,140.7,139.0,142.3,0.8,0.1%
,"2016","2016","Female","F","45-54 years","45-54",68430,21680540,315.6,313.3,318.0,1.2,0.1%
,"2016","2016","Female","F","55-64 years","55-64",144061,21464106,671.2,667.7,674.6,1.8,0.3%
,"2016","2016","Female","F","65-74 years","65-74",219338,15239221,1439.3,1433.3,1445.3,3.1,0.4%
,"2016","2016","Female","F","75-84 years","75-84",312097,8056660,3873.8,3860.2,3887.4,6.9,0.5%
,"2016","2016","Female","F","85+ years","85+",531107,4155488,12780.9,12746.5,12815.2,17.5,0.9%
,"2016","2016","Female","F","Not Stated","NS",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2016","2016","Female","F",,,1344016,164048590,819.3,817.9,820.7,0.7,2.4%
,"2016","2016","Male","M","< 1 year","1",12867,2030478,633.7,622.7,644.6,5.6,0.0%
,"2016","2016","Male","M","1-4 years","1-4",2256,8156375,27.7,26.5,28.8,0.6,0.0%
,"2016","2016","Male","M","5-14 years","5-14",3141,20948655,15.0,14.5,15.5,0.3,0.0%
,"2016","2016","Male","M","15-24 years","15-24",24013,22292911,107.7,106.4,109.1,0.7,0.0%
,"2016","2016","Male","M","25-34 years","25-34",40257,22599738,178.1,176.4,179.9,0.9,0.1%
,"2016","2016","Male","M","35-44 years","35-44",49215,20152763,244.2,242.1,246.4,1.1,0.1%
,"2016","2016","Male","M","45-54 years","45-54",105086,21106139,497.9,494.9,500.9,1.5,0.2%
,"2016","2016","Male","M","55-64 years","55-64",222384,19999038,1112.0,1107.4,1116.6,2.4,0.4%
,"2016","2016","Male","M","65-74 years","65-74",292742,13391109,2186.1,2178.2,2194.0,4.0,0.5%
,"2016","2016","Male","M","75-84 years","75-84",324819,6176874,5258.6,5240.5,5276.7,9.2,0.6%
,"2016","2016","Male","M","85+ years","85+",323355,2224843,14533.8,14483.7,14583.9,25.6,0.6%
,"2016","2016","Male","M","Not Stated","NS",97,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2016","2016","Male","M",,,1400232,159078923,880.2,878.8,881.7,0.7,2.5%
"Total","2016","2016",,,,,2744248,323127513,849.3,848.3,850.3,0.5,4.8%
,"2017","2017","Female","F","< 1 year","1",9867,1924145,512.8,502.7,522.9,5.2,0.0%
,"2017","2017","Female","F","1-4 years","1-4",1648,7818747,21.1,20.1,22.1,0.5,0.0%
,"2017","2017","Female","F","5-14 years","5-14",2302,20109479,11.4,11.0,11.9,0.2,0.0%
,"2017","2017","Female","F","15-24 years","15-24",8522,21100662,40.4,39.5,41.2,0.4,0.0%
,"2017","2017","Female","F","25-34 years","25-34",18066,22351311,80.8,79.6,82.0,0.6,0.0%
,"2017","2017","Female","F","35-44 years","35-44",29004,20506270,141.4,139.8,143.1,0.8,0.1%
,"2017","2017","Female","F","45-54 years","45-54",66338,21468595,309.0,306.6,311.4,1.2,0.1%
,"2017","2017","Female","F","55-64 years","55-64",146671,21737855,674.7,671.3,678.2,1.8,0.3%
,"2017","2017","Female","F","65-74 years","65-74",227679,15806306,1440.4,1434.5,1446.3,3.0,0.4%
,"2017","2017","Female","F","75-84 years","75-84",321088,8298676,3869.1,3855.8,3882.5,6.8,0.6%
,"2017","2017","Female","F","85+ years","85+",543169,4189013,12966.5,12932.0,13001.0,17.6,1.0%
,"2017","2017","Female","F","Not Stated","NS",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2017","2017","Female","F",,,1374392,165311059,831.4,830.0,832.8,0.7,2.4%
,"2017","2017","Male","M","< 1 year","1",12468,2015150,618.7,607.9,629.6,5.5,0.0%
,"2017","2017","Male","M","1-4 years","1-4",2232,8180818,27.3,26.2,28.4,0.6,0.0%
,"2017","2017","Male","M","5-14 years","5-14",3269,20973213,15.6,15.1,16.1,0.3,0.0%
,"2017","2017","Male","M","15-24 years","15-24",23503,22149633,106.1,104.8,107.5,0.7,0.0%
,"2017","2017","Male","M","25-34 years","25-34",42149,22991361,183.3,181.6,185.1,0.9,0.1%
,"2017","2017","Male","M","35-44 years","35-44",50792,20369100,249.4,247.2,251.5,1.1,0.1%
,"2017","2017","Male","M","45-54 years","45-54",103804,20906357,496.5,493.5,499.5,1.5,0.2%
,"2017","2017","Male","M","55-64 years","55-64",225335,20257803,1112.3,1107.7,1116.9,2.3,0.4%
,"2017","2017","Male","M","65-74 years","65-74",303931,13877140,2190.2,2182.4,2197.9,4.0,0.5%
,"2017","2017","Male","M","75-84 years","75-84",336671,6407875,5254.0,5236.3,5271.8,9.1,0.6%
,"2017","2017","Male","M","85+ years","85+",334866,2279669,14689.2,14639.5,14739.0,25.4,0.6%
,"2017","2017","Male","M","Not Stated","NS",91,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"Total","2017","2017","Male","M",,,1439111,160408119,897.2,895.7,898.6,0.7,2.5%
"Total","2017","2017",,,,,2813503,325719178,863.8,862.8,864.8,0.5,5.0%
,"2018","2018","Female","F","< 1 year","1",9399,1879703,500.0,489.9,510.1,5.2,0.0%
,"2018","2018","Female","F","1-4 years","1-4",1587,7798370,20.4,19.3,21.4,0.5,0.0%
,"2018","2018","Female","F","5-14 years","5-14",2369,20100339,11.8,11.3,12.3,0.2,0.0%
,"2018","2018","Female","F","15-24 years","15-24",8146,20994345,38.8,38.0,39.6,0.4,0.0%
,"2018","2018","Female","F","25-34 years","25-34",17980,22487065,80.0,78.8,81.1,0.6,0.0%
,"2018","2018","Female","F","35-44 years","35-44",29004,20690288,140.2,138.6,141.8,0.8,0.1%
,"2018","2018","Female","F","45-54 years","45-54",63807,21090497,302.5,300.2,304.9,1.2,0.1%
,"2018","2018","Female","F","55-64 years","55-64",146563,21873773,670.0,666.6,673.5,1.8,0.3%
,"2018","2018","Female","F","65-74 years","65-74",230867,16246231,1421.0,1415.3,1426.8,3.0,0.4%
,"2018","2018","Female","F","75-84 years","75-84",328017,8659334,3788.0,3775.1,3801.0,6.6,0.6%
,"2018","2018","Female","F","85+ years","85+",542962,4218810,12870.0,12835.8,12904.3,17.5,1.0%
,"2018","2018","Female","F","Not Stated","NS",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
