group,start,end,APC_percent,lcl,ucl,p_value
cancer,1999,2013,0.824346932847364,0.6014325146608934,1.0477552887103725,1.4701019734262304e-07
cancer,2013,2017,4.989710247101842,4.185242034909664,5.800390175001446,1.2952885716562375e-11
cancer,2017,2020,-0.20063644513759193,-1.3521021168554692,0.9642696872651735,0.7225124472798143
cancer,2020,2024,3.4650792720887003,2.506220838593398,4.432907009963416,1.8234630224135674e-07
noncancer,1999,2008,1.6402749803849925,1.3378628746354648,1.943589543312041,2.003521326758227e-10
noncancer,2008,2012,0.08736733897296567,-0.5543370929832259,0.7332125706981607,0.7804379346654222
noncancer,2012,2015,2.6465927799838918,1.8234304176576899,3.476409762685506,1.1273426250564502e-06
noncancer,2015,2024,-0.4915948610057952,-0.7417125951482473,-0.2408468633098515,0.0005467490699185644
