Year,sex,age,cancer_sepsis,cancer_deaths,all_sepsis,all_deaths,noncancer_sepsis,noncancer_deaths
2023,M,25-34,173.0,1771.0,1406.0,47833.0,1233.0,46062.0
2023,F,35-44,440.0,6368.0,2656.0,35522.0,2216.0,29154.0
2023,M,35-44,378.0,4923.0,3222.0,69814.0,2844.0,64891.0
2023,F,45-54,1153.0,17155.0,5948.0,61893.0,4795.0,44738.0
2023,M,45-54,1018.0,15712.0,6909.0,104880.0,5891.0,89168.0
2023,F,55-64,3015.0,47672.0,14926.0,146890.0,11911.0,99218.0
2023,M,55-64,3166.0,54042.0,17662.0,229644.0,14496.0,175602.0
2023,F,65-74,4291.0,81517.0,26107.0,266363.0,21816.0,184846.0
2023,M,65-74,5312.0,99173.0,30042.0,361317.0,24730.0,262144.0
2023,F,75-84,3213.0,82956.0,31216.0,386472.0,28003.0,303516.0
2023,M,75-84,4613.0,94860.0,32822.0,411716.0,28209.0,316856.0
2023,F,85+,1314.0,52690.0,27706.0,534800.0,26392.0,482110.0
2023,M,85+,1657.0,50149.0,22119.0,350204.0,20462.0,300055.0
2024,F,0-14,24.0,531.0,375.0,13345.0,351.0,12814.0
2024,M,0-14,44.0,637.0,467.0,16488.0,423.0,15851.0
2024,F,15-24,42.0,549.0,287.0,8025.0,245.0,7476.0
2024,M,15-24,75.0,872.0,349.0,21928.0,274.0,21056.0
2024,F,25-34,174.0,1903.0,934.0,17176.0,760.0,15273.0
2024,M,25-34,152.0,1756.0,1303.0,40651.0,1151.0,38895.0
2024,F,35-44,475.0,6479.0,2564.0,33337.0,2089.0,26858.0
2024,M,35-44,358.0,5104.0,3042.0,64093.0,2684.0,58989.0
2024,F,45-54,1216.0,16863.0,5797.0,59127.0,4581.0,42264.0
2024,M,45-54,1001.0,15588.0,6455.0,98643.0,5454.0,83055.0
2024,F,55-64,2940.0,46644.0,14269.0,140834.0,11329.0,94190.0
2024,M,55-64,3021.0,51948.0,16414.0,217362.0,13393.0,165414.0
2024,F,65-74,4377.0,81793.0,25914.0,267060.0,21537.0,185267.0
2024,M,65-74,5449.0,99547.0,29470.0,361356.0,24021.0,261809.0
2024,F,75-84,3332.0,85300.0,31510.0,398335.0,28178.0,313035.0
2024,M,75-84,4711.0,98362.0,32908.0,424609.0,28197.0,326247.0
2024,F,85+,1331.0,54006.0,27231.0,535968.0,25900.0,481962.0
2024,M,85+,1798.0,51989.0,21903.0,354272.0,20105.0,302283.0
