group,1999_pct,2024_pct,change_pp,lcl,ucl
cancer,3.1739270454653816,4.670663579758822,1.49673653429344,1.413928105016532,1.5795449635703478
noncancer,6.636953363202249,7.843495046832116,1.206541683629868,1.1563177014928558,1.25676566576688
