"Notes","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2002","2002","45-54 years","45-54","Male","M",542,19634591,2.8,2.5,3.0,0.1,0.2%
,"2002","2002","55-64 years","55-64","Female","F",993,13853658,7.2,6.7,7.6,0.2,0.3%
,"2002","2002","55-64 years","55-64","Male","M",1117,12849674,8.7,8.2,9.2,0.3,0.3%
,"2002","2002","65-74 years","65-74","Female","F",1451,10016658,14.5,13.7,15.2,0.4,0.4%
,"2002","2002","65-74 years","65-74","Male","M",1755,8371877,21.0,20.0,21.9,0.5,0.5%
,"2002","2002","75-84 years","75-84","Female","F",1474,7664104,19.2,18.3,20.2,0.5,0.4%
,"2002","2002","75-84 years","75-84","Male","M",1783,5100760,35.0,33.3,36.6,0.8,0.5%
,"2002","2002","85+ years","85+","Female","F",701,3077446,22.8,21.1,24.5,0.9,0.2%
,"2002","2002","85+ years","85+","Male","M",653,1291362,50.6,46.7,54.4,2.0,0.2%
,"2002","2002","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2002","2002","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2003","2003","< 1 year","1","Female","F",Suppressed,1942634,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2003","2003","< 1 year","1","Male","M",0,2033237,Unreliable,0.0,0.0,0.0,0.0%
,"2003","2003","1-4 years","1-4","Female","F",Suppressed,7636693,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2003","2003","1-4 years","1-4","Male","M",Suppressed,7979882,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2003","2003","5-14 years","5-14","Female","F",Suppressed,20026122,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2003","2003","5-14 years","5-14","Male","M",11,21010082,Unreliable,0.0,0.1,0.0,0.0%
,"2003","2003","15-24 years","15-24","Female","F",20,20180290,0.1,0.1,0.2,0.0,0.0%
,"2003","2003","15-24 years","15-24","Male","M",20,21208564,0.1,0.1,0.1,0.0,0.0%
,"2003","2003","25-34 years","25-34","Female","F",53,19500922,0.3,0.2,0.4,0.0,0.0%
,"2003","2003","25-34 years","25-34","Male","M",43,19742873,0.2,0.2,0.3,0.0,0.0%
,"2003","2003","35-44 years","35-44","Female","F",236,22206703,1.1,0.9,1.2,0.1,0.1%
,"2003","2003","35-44 years","35-44","Male","M",147,21947503,0.7,0.6,0.8,0.1,0.0%
,"2003","2003","45-54 years","45-54","Female","F",642,20776919,3.1,2.9,3.3,0.1,0.2%
,"2003","2003","45-54 years","45-54","Male","M",529,20043035,2.6,2.4,2.9,0.1,0.2%
,"2003","2003","55-64 years","55-64","Female","F",1027,14519419,7.1,6.6,7.5,0.2,0.3%
,"2003","2003","55-64 years","55-64","Male","M",1155,13489526,8.6,8.1,9.1,0.3,0.4%
,"2003","2003","65-74 years","65-74","Female","F",1412,10048202,14.1,13.3,14.8,0.4,0.4%
,"2003","2003","65-74 years","65-74","Male","M",1741,8452713,20.6,19.6,21.6,0.5,0.5%
,"2003","2003","75-84 years","75-84","Female","F",1529,7713157,19.8,18.8,20.8,0.5,0.5%
,"2003","2003","75-84 years","75-84","Male","M",1846,5183281,35.6,34.0,37.2,0.8,0.6%
,"2003","2003","85+ years","85+","Female","F",697,3127975,22.3,20.6,23.9,0.8,0.2%
,"2003","2003","85+ years","85+","Male","M",658,1338201,49.2,45.4,52.9,1.9,0.2%
,"2003","2003","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2003","2003","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2004","2004","< 1 year","1","Female","F",0,1962216,Unreliable,0.0,0.0,0.0,0.0%
,"2004","2004","< 1 year","1","Male","M",Suppressed,2052042,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2004","2004","1-4 years","1-4","Female","F",Suppressed,7713175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2004","2004","1-4 years","1-4","Male","M",Suppressed,8058452,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2004","2004","5-14 years","5-14","Female","F",Suppressed,19946937,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2004","2004","5-14 years","5-14","Male","M",Suppressed,20918980,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2004","2004","15-24 years","15-24","Female","F",Suppressed,20433434,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2004","2004","15-24 years","15-24","Male","M",16,21514678,Unreliable,0.0,0.1,0.0,0.0%
,"2004","2004","25-34 years","25-34","Female","F",59,19520225,0.3,0.2,0.4,0.0,0.0%
,"2004","2004","25-34 years","25-34","Male","M",39,19746331,0.2,0.1,0.3,0.0,0.0%
,"2004","2004","35-44 years","35-44","Female","F",203,22015734,0.9,0.8,1.0,0.1,0.1%
,"2004","2004","35-44 years","35-44","Male","M",150,21784541,0.7,0.6,0.8,0.1,0.0%
,"2004","2004","45-54 years","45-54","Female","F",613,21184129,2.9,2.7,3.1,0.1,0.2%
,"2004","2004","45-54 years","45-54","Male","M",546,20445801,2.7,2.4,2.9,0.1,0.2%
,"2004","2004","55-64 years","55-64","Female","F",1118,15185747,7.4,6.9,7.8,0.2,0.3%
,"2004","2004","55-64 years","55-64","Male","M",1236,14119557,8.8,8.3,9.2,0.2,0.4%
,"2004","2004","65-74 years","65-74","Female","F",1413,10110363,14.0,13.2,14.7,0.4,0.4%
,"2004","2004","65-74 years","65-74","Male","M",1801,8557170,21.0,20.1,22.0,0.5,0.5%
,"2004","2004","75-84 years","75-84","Female","F",1485,7738742,19.2,18.2,20.2,0.5,0.5%
,"2004","2004","75-84 years","75-84","Male","M",1874,5251161,35.7,34.1,37.3,0.8,0.6%
,"2004","2004","85+ years","85+","Female","F",693,3166584,21.9,20.3,23.5,0.8,0.2%
,"2004","2004","85+ years","85+","Male","M",687,1379299,49.8,46.1,53.5,1.9,0.2%
,"2004","2004","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2004","2004","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2005","2005","< 1 year","1","Female","F",0,1956682,Unreliable,0.0,0.0,0.0,0.0%
,"2005","2005","< 1 year","1","Male","M",Suppressed,2047711,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2005","2005","1-4 years","1-4","Female","F",Suppressed,7785123,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2005","2005","1-4 years","1-4","Male","M",Suppressed,8127884,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2005","2005","5-14 years","5-14","Female","F",Suppressed,19822282,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2005","2005","5-14 years","5-14","Male","M",Suppressed,20779364,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2005","2005","15-24 years","15-24","Female","F",17,20657595,Unreliable,0.0,0.1,0.0,0.0%
,"2005","2005","15-24 years","15-24","Male","M",17,21788574,Unreliable,0.0,0.1,0.0,0.0%
,"2005","2005","25-34 years","25-34","Female","F",39,19547698,0.2,0.1,0.3,0.0,0.0%
,"2005","2005","25-34 years","25-34","Male","M",39,19710949,0.2,0.1,0.3,0.0,0.0%
,"2005","2005","35-44 years","35-44","Female","F",219,21865343,1.0,0.9,1.1,0.1,0.1%
,"2005","2005","35-44 years","35-44","Male","M",152,21640195,0.7,0.6,0.8,0.1,0.0%
,"2005","2005","45-54 years","45-54","Female","F",650,21614529,3.0,2.8,3.2,0.1,0.2%
,"2005","2005","45-54 years","45-54","Male","M",563,20881375,2.7,2.5,2.9,0.1,0.2%
,"2005","2005","55-64 years","55-64","Female","F",1215,15868410,7.7,7.2,8.1,0.2,0.4%
,"2005","2005","55-64 years","55-64","Male","M",1372,14773087,9.3,8.8,9.8,0.3,0.4%
,"2005","2005","65-74 years","65-74","Female","F",1503,10198569,14.7,14.0,15.5,0.4,0.5%
,"2005","2005","65-74 years","65-74","Male","M",1861,8683128,21.4,20.5,22.4,0.5,0.6%
,"2005","2005","75-84 years","75-84","Female","F",1553,7753835,20.0,19.0,21.0,0.5,0.5%
,"2005","2005","75-84 years","75-84","Male","M",1999,5320967,37.6,35.9,39.2,0.8,0.6%
,"2005","2005","85+ years","85+","Female","F",744,3249455,22.9,21.3,24.5,0.8,0.2%
,"2005","2005","85+ years","85+","Male","M",712,1443844,49.3,45.7,52.9,1.8,0.2%
,"2005","2005","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2005","2005","Not Stated","NS","Male","M",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2006","2006","< 1 year","1","Female","F",Suppressed,1975919,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2006","2006","< 1 year","1","Male","M",Suppressed,2065819,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2006","2006","1-4 years","1-4","Female","F",Suppressed,7775092,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2006","2006","1-4 years","1-4","Male","M",Suppressed,8122053,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2006","2006","5-14 years","5-14","Female","F",Suppressed,19817117,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2006","2006","5-14 years","5-14","Male","M",Suppressed,20760709,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2006","2006","15-24 years","15-24","Female","F",17,20836077,Unreliable,0.0,0.1,0.0,0.0%
,"2006","2006","15-24 years","15-24","Male","M",22,22007767,0.1,0.1,0.2,0.0,0.0%
,"2006","2006","25-34 years","25-34","Female","F",46,19626340,0.2,0.2,0.3,0.0,0.0%
,"2006","2006","25-34 years","25-34","Male","M",41,19768839,0.2,0.1,0.3,0.0,0.0%
,"2006","2006","35-44 years","35-44","Female","F",199,21727611,0.9,0.8,1.0,0.1,0.1%
,"2006","2006","35-44 years","35-44","Male","M",133,21516190,0.6,0.5,0.7,0.1,0.0%
,"2006","2006","45-54 years","45-54","Female","F",652,22011575,3.0,2.7,3.2,0.1,0.2%
,"2006","2006","45-54 years","45-54","Male","M",637,21274584,3.0,2.8,3.2,0.1,0.2%
,"2006","2006","55-64 years","55-64","Female","F",1269,16532054,7.7,7.3,8.1,0.2,0.4%
,"2006","2006","55-64 years","55-64","Male","M",1361,15398059,8.8,8.4,9.3,0.2,0.4%
,"2006","2006","65-74 years","65-74","Female","F",1600,10350638,15.5,14.7,16.2,0.4,0.5%
,"2006","2006","65-74 years","65-74","Male","M",1889,8852389,21.3,20.4,22.3,0.5,0.6%
,"2006","2006","75-84 years","75-84","Female","F",1565,7732685,20.2,19.2,21.2,0.5,0.5%
,"2006","2006","75-84 years","75-84","Male","M",1909,5362466,35.6,34.0,37.2,0.8,0.6%
,"2006","2006","85+ years","85+","Female","F",735,3347539,22.0,20.4,23.5,0.8,0.2%
,"2006","2006","85+ years","85+","Male","M",743,1518390,48.9,45.4,52.5,1.8,0.2%
,"2006","2006","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2006","2006","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2007","2007","< 1 year","1","Female","F",Suppressed,2027181,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2007","2007","< 1 year","1","Male","M",Suppressed,2120816,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2007","2007","1-4 years","1-4","Female","F",Suppressed,7813088,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2007","2007","1-4 years","1-4","Male","M",Suppressed,8164877,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2007","2007","5-14 years","5-14","Female","F",Suppressed,19810765,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2007","2007","5-14 years","5-14","Male","M",Suppressed,20744888,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2007","2007","15-24 years","15-24","Female","F",10,21001489,Unreliable,0.0,0.1,0.0,0.0%
,"2007","2007","15-24 years","15-24","Male","M",24,22144326,0.1,0.1,0.2,0.0,0.0%
,"2007","2007","25-34 years","25-34","Female","F",52,19788593,0.3,0.2,0.3,0.0,0.0%
,"2007","2007","25-34 years","25-34","Male","M",43,19924870,0.2,0.2,0.3,0.0,0.0%
,"2007","2007","35-44 years","35-44","Female","F",197,21502002,0.9,0.8,1.0,0.1,0.1%
,"2007","2007","35-44 years","35-44","Male","M",145,21294228,0.7,0.6,0.8,0.1,0.0%
,"2007","2007","45-54 years","45-54","Female","F",702,22337962,3.1,2.9,3.4,0.1,0.2%
,"2007","2007","45-54 years","45-54","Male","M",594,21601977,2.7,2.5,3.0,0.1,0.2%
,"2007","2007","55-64 years","55-64","Female","F",1264,17148671,7.4,7.0,7.8,0.2,0.4%
,"2007","2007","55-64 years","55-64","Male","M",1460,15979763,9.1,8.7,9.6,0.2,0.4%
,"2007","2007","65-74 years","65-74","Female","F",1558,10595802,14.7,14.0,15.4,0.4,0.5%
,"2007","2007","65-74 years","65-74","Male","M",1938,9102925,21.3,20.3,22.2,0.5,0.6%
,"2007","2007","75-84 years","75-84","Female","F",1497,7694491,19.5,18.5,20.4,0.5,0.5%
,"2007","2007","75-84 years","75-84","Male","M",1933,5392948,35.8,34.2,37.4,0.8,0.6%
,"2007","2007","85+ years","85+","Female","F",752,3446309,21.8,20.3,23.4,0.8,0.2%
,"2007","2007","85+ years","85+","Male","M",779,1593236,48.9,45.5,52.3,1.8,0.2%
,"2007","2007","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2007","2007","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2008","2008","< 1 year","1","Female","F",0,2022889,Unreliable,0.0,0.0,0.0,0.0%
,"2008","2008","< 1 year","1","Male","M",0,2109846,Unreliable,0.0,0.0,0.0,0.0%
,"2008","2008","1-4 years","1-4","Female","F",Suppressed,7891294,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2008","2008","1-4 years","1-4","Male","M",Suppressed,8247098,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2008","2008","5-14 years","5-14","Female","F",Suppressed,19856962,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2008","2008","5-14 years","5-14","Male","M",Suppressed,20779295,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2008","2008","15-24 years","15-24","Female","F",15,21144714,Unreliable,0.0,0.1,0.0,0.0%
,"2008","2008","15-24 years","15-24","Male","M",19,22246778,Unreliable,0.1,0.1,0.0,0.0%
,"2008","2008","25-34 years","25-34","Female","F",43,20019411,0.2,0.2,0.3,0.0,0.0%
,"2008","2008","25-34 years","25-34","Male","M",51,20188062,0.3,0.2,0.3,0.0,0.0%
,"2008","2008","35-44 years","35-44","Female","F",218,21195733,1.0,0.9,1.2,0.1,0.1%
,"2008","2008","35-44 years","35-44","Male","M",135,20996753,0.6,0.5,0.8,0.1,0.0%
,"2008","2008","45-54 years","45-54","Female","F",706,22597536,3.1,2.9,3.4,0.1,0.2%
,"2008","2008","45-54 years","45-54","Male","M",632,21862911,2.9,2.7,3.1,0.1,0.2%
,"2008","2008","55-64 years","55-64","Female","F",1367,17681763,7.7,7.3,8.1,0.2,0.4%
,"2008","2008","55-64 years","55-64","Male","M",1523,16475300,9.2,8.8,9.7,0.2,0.5%
,"2008","2008","65-74 years","65-74","Female","F",1673,11004244,15.2,14.5,15.9,0.4,0.5%
,"2008","2008","65-74 years","65-74","Male","M",1990,9501435,20.9,20.0,21.9,0.5,0.6%
,"2008","2008","75-84 years","75-84","Female","F",1582,7656443,20.7,19.6,21.7,0.5,0.5%
,"2008","2008","75-84 years","75-84","Male","M",1851,5419659,34.2,32.6,35.7,0.8,0.6%
,"2008","2008","85+ years","85+","Female","F",771,3533026,21.8,20.3,23.4,0.8,0.2%
,"2008","2008","85+ years","85+","Male","M",824,1662814,49.6,46.2,52.9,1.7,0.3%
,"2008","2008","Not Stated","NS","Female","F",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2008","2008","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
